"TF1_effect_mean","TF2_effect_mean","Interaction_score_mean","num_TG","TF1_effect_sigma","TF2_effect_sigma","Interaction_score_sigma","TF_id","TF1_CoV","TF2_CoV","Interaction_CoV","TF1","TF2"
0.0071004500316805,0.0298308005158161,0.00177563267804246,104,0.00837822147975215,0.0402592009602352,0.00077681963260044,"NFYA_SOX10",1.17995640309706,1.3495850015453,0.437488925613176,"NFYA","SOX10"
0.00696256237472462,0.0120413641745922,0.00118583341707925,42,0.00946383976269618,0.0124869922331828,0.000442461384337488,"NFYA_TCF7L2",1.3592466757715,1.03700810407602,0.373122715184809,"NFYA","TCF7L2"
0.00642101943194978,0.0203900960688209,0.0012062242236369,55,0.0092482897314243,0.0335814094206928,0.000529399070882077,"NFYA_SOX8",1.44031486424205,1.64694709173259,0.438889437393223,"NFYA","SOX8"
0.00705499982855888,0.0323041252128794,0.00169343633485103,61,0.00830403309437678,0.0368332548526466,0.000578934290211575,"NFYA_SOX2",1.17704228152661,1.14020282579766,0.341869533738629,"NFYA","SOX2"
0.0424991227681356,0.0388455164824829,0.00776342884233755,127,0.049529609131745,0.0551175964853238,0.00354474178930311,"NFKB1_SOX10",1.16542662308504,1.41889210071846,0.456594870809146,"NFKB1","SOX10"
0.0451480451137908,0.0101023491023205,0.00291039230291959,39,0.0576836547629145,0.0133906299425574,0.000986232619193886,"NFKB1_NKX2.2",1.27765564638578,1.32549665497915,0.338865869801998,"NFKB1","NKX2.2"
0.0115385465589544,0.0318050521059299,0.00288381066940326,140,0.0163430647058347,0.042018725818486,0.0011980977932794,"GABPA_SOX10",1.41638850459479,1.32113368902961,0.415456467371804,"GABPA","SOX10"
0.128886432417377,0.0426592614617555,0.0165602997589333,46,0.101451417763549,0.0514032296416503,0.00620608232945905,"PBX1_SOX10",0.787138070786344,1.20497232910921,0.374756642077763,"PBX1","SOX10"
0.126930058747487,0.0120338958576657,0.0089557526592463,20,0.0951556027754071,0.0141035472739202,0.00279913491666711,"PBX1_TCF7L2",0.749669571686786,1.17198515266659,0.312551610475438,"PBX1","TCF7L2"
0.110738760577317,0.0249487536579471,0.00871637109803887,18,0.102607042086732,0.0459460929748791,0.0033164532761009,"PBX1_SOX8",0.92656845310358,1.84161876800782,0.380485552852045,"PBX1","SOX8"
0.089406882625701,0.0339522756637555,0.0135396878998822,98,0.0791044132875856,0.0487922863642541,0.00604235561671544,"RORA_SOX10",0.884768722098874,1.43708441953835,0.446269933354077,"RORA","SOX10"
0.0858564721165819,0.0180806723929159,0.00805547648724666,46,0.0847686108439231,0.0316703479538351,0.00367672934518329,"RORA_SOX8",0.987329303827188,1.75161339498876,0.456426053878284,"RORA","SOX8"
0.0884836063023435,0.0180256749523395,0.00860271614961695,42,0.0708052180879529,0.0270350176399391,0.00296776432850944,"RORA_ZNF24",0.800207191443074,1.49980612162488,0.34497991993396,"RORA","ZNF24"
0.0556411967478706,0.0787492211245947,0.0286360230999271,13,0.0508953583287234,0.0635012704307455,0.0090585027351797,"RORA_NKX6.2",0.914706392088362,0.806373314223334,0.316332428688492,"RORA","NKX6.2"
0.142883728641493,0.0162052401054366,0.00804890101138705,10,0.091707446055775,0.0169245724937175,0.00234766402682977,"RORA_OLIG2",0.641832677014446,1.04438887567236,0.291675102415653,"RORA","OLIG2"
0.145356737347523,0.0662614070686781,0.0196718198572397,8,0.100895591345271,0.0649045026533011,0.00492200195350209,"RORA_OLIG1",0.694123940770952,0.979521949873919,0.250205725205981,"RORA","OLIG1"
0.00819222527283709,0.0365145970485697,0.00235062082553051,257,0.0112158790887747,0.0507753911928549,0.00107709958618375,"SP1_SOX10",1.36908821660008,1.39055050026476,0.458219196599119,"SP1","SOX10"
0.0101635063852149,0.157095729668075,0.00506089158375947,31,0.0127320033492407,0.117648588065412,0.00210245953568602,"SP1_MYRF",1.25271760224033,0.748897429064363,0.415432636896009,"SP1","MYRF"
0.0303961946642896,0.0383350293547667,0.00631181589249451,135,0.0390343034017684,0.0579173377382591,0.00287162053019512,"TEAD1_SOX10",1.28418388659772,1.51082022664624,0.454959488537967,"TEAD1","SOX10"
0.0330328571885121,0.0119764793445492,0.00385472542046606,51,0.0376991953051745,0.0129263766407508,0.00123654153626536,"TEAD1_TCF7L2",1.14126353315526,1.07931356694018,0.320785892997756,"TEAD1","TCF7L2"
0.0312162790841671,0.0188363569553818,0.00395938101964402,64,0.042177744832076,0.0331266699868336,0.00163369521239677,"TEAD1_SOX8",1.35114581460378,1.75865588368822,0.412613790966662,"TEAD1","SOX8"
0.0297492289180865,0.0163041948411069,0.00407411610988181,57,0.0321445348022073,0.0199442223931485,0.00164219824360609,"TEAD1_ZNF24",1.08051657038628,1.22325711803101,0.403080864490564,"TEAD1","ZNF24"
0.0230337994758342,0.0362316812347775,0.00466230356001181,198,0.0327673427967367,0.0492596826010237,0.00194536415705509,"YY1_SOX10",1.42257654153473,1.35957485057969,0.417253860031833,"YY1","SOX10"
0.0209659197894952,0.0166109661441566,0.00288158622024437,67,0.0229446802668202,0.0225982028665908,0.00102876702648858,"YY1_TCF7L2",1.09437985536492,1.36043880111937,0.357014140080577,"YY1","TCF7L2"
0.0228444096318021,0.0347171645914657,0.0043290731295335,107,0.034081610012714,0.0418741370211923,0.00207956449085229,"YY1_SOX2",1.4919015444929,1.2061508338583,0.480371762875806,"YY1","SOX2"
0.00395083938452808,0.0399836749983701,0.00111898043811546,129,0.00547347619181181,0.0556653509418631,0.000475050610409434,"ETS1_SOX10",1.38539577519819,1.39220196603069,0.42453879820231,"ETS1","SOX10"
0.00356848698790255,0.0134039465993931,0.00068939882724655,48,0.00477943682791687,0.0159807894775743,0.000282031209592269,"ETS1_TCF7L2",1.33934545484389,1.19224508685359,0.409097315582474,"ETS1","TCF7L2"
0.00394389560187525,0.0200510812729034,0.000802558529072461,57,0.00501966381918988,0.0253777044669743,0.000333468131792515,"ETS1_ZNF24",1.272767924385,1.26565266588736,0.415506308527944,"ETS1","ZNF24"
0.00427008045772388,0.012110220471547,0.000514489191629012,43,0.00601153234207298,0.0152957580580504,0.000207477897063283,"ETS1_NKX2.2",1.40782648045872,1.26304538335927,0.403269690479505,"ETS1","NKX2.2"
0.00313072774416181,0.129397805135692,0.00223627522488978,19,0.00410361799552299,0.106809999495481,0.000696583691619912,"ETS1_MYRF",1.31075530383485,0.82543903571993,0.31149282694139,"ETS1","MYRF"
0.0045480616923691,0.0133013913640553,0.000797241589590855,29,0.0049771225324525,0.0173717485940978,0.000351251529342089,"REL_ZNF24",1.09433927442174,1.30600988412701,0.440583549488871,"REL","ZNF24"
0.058635210449358,0.17215978742585,0.0173677424584303,13,0.0628455898726516,0.122309859805911,0.00558562249303758,"NFKB1_MYRF",1.07180633259482,0.710443836128635,0.321609012017927,"NFKB1","MYRF"
0.00752012111590419,0.0136336917082941,0.000960527055733029,34,0.0101022448709441,0.0154695847306828,0.00037312971179348,"RELA_TCF7L2",1.34336199048431,1.13465854015694,0.3884635102847,"RELA","TCF7L2"
0.00611250931054278,0.016980610353953,0.00100836962060103,27,0.00898687672942141,0.0196001075238456,0.000396381926299182,"RELA_ZNF24",1.47024344223426,1.15426401732861,0.393091896266096,"RELA","ZNF24"
0.00531941238167159,0.0130038741083021,0.000735043160636161,20,0.00532777431949596,0.0131019534880693,0.000251349127531128,"RELA_NKX2.2",1.00157196645501,1.0075423200002,0.341951522021634,"RELA","NKX2.2"
0.0775149691795063,0.0326056179454583,0.0125893019372826,94,0.0871455864092993,0.0515006163171195,0.0061564727942038,"NR3C1_SOX10",1.12424203133579,1.5795013118067,0.489024159153075,"NR3C1","SOX10"
0.0685054813732958,0.0161676968425278,0.00728612588846339,35,0.0770601695415496,0.021033610651579,0.00298125846529965,"NR3C1_TCF7L2",1.12487596607983,1.30096518115381,0.409169222565873,"NR3C1","TCF7L2"
0.0666453180671288,0.0869233540249767,0.0295830259763768,14,0.0797081473875179,0.077980642013512,0.009082623029693,"NR3C1_NKX6.2",1.1960052063557,0.897119570318293,0.307021433065902,"NR3C1","NKX6.2"
0.0836589718967453,0.00829944398010971,0.00431981756590844,18,0.108387744159282,0.0125981324972862,0.00141765395884509,"NR3C1_NKX2.2",1.2955902003321,1.51794897676021,0.32817449746792,"NR3C1","NKX2.2"
0.0621857728220155,0.0247297474731216,0.00996185668721044,51,0.0690106551466129,0.0322631165197723,0.00380238799121761,"NR3C1_SOX2",1.10974989961339,1.30462781938387,0.381694709190036,"NR3C1","SOX2"
0.00640224200776832,0.0408344465636287,0.00164251744344643,138,0.00820851168126492,0.0589738016188112,0.000783232822558108,"ZNF354C_SOX10",1.28213080219475,1.44421699280086,0.47684901349643,"ZNF354C","SOX10"
0.00598346277981322,0.0980036301796549,0.00297651844495763,23,0.00921917143876639,0.108759641365279,0.00115150482092015,"ZNF354C_NKX6.2",1.54077526309175,1.10975115070642,0.386862988492767,"ZNF354C","NKX6.2"
0.00828263127684157,0.0244674811932997,0.000999957113371326,11,0.00814646753258283,0.0330153366868684,0.000467763972825879,"ZNF354C_OLIG2",0.983560327665501,1.34935576024514,0.467784034506067,"ZNF354C","OLIG2"
0.00904873184905361,0.0801578930067415,0.00216671800363987,14,0.00718756323787957,0.0893765892379016,0.000688213951362464,"ZNF354C_OLIG1",0.794317188063353,1.11500671843239,0.31762968240737,"ZNF354C","OLIG1"
0.00589099144530301,0.00654615925229451,0.000730941249159296,37,0.00715439367604805,0.0087094260078705,0.000293187855684433,"ZNF354C_NKX2.2",1.21446342987858,1.33046350878459,0.401110015369426,"ZNF354C","NKX2.2"
0.00605584180500137,0.0317882743457999,0.00151491289994599,74,0.00710579318134135,0.0385050693970412,0.000604926684095319,"ZNF354C_SOX2",1.17337827013131,1.21129788230007,0.399314497960171,"ZNF354C","SOX2"
0.00641543584506537,0.0339572887735932,0.00171663719485391,213,0.00914498214180062,0.0431483017672423,0.000758867612974998,"STAT1_SOX10",1.42546544968332,1.27066392299247,0.442066393091044,"STAT1","SOX10"
0.00686446682531844,0.0161606128598753,0.0011671727257617,91,0.00881725672108696,0.0199232986264119,0.000455360982727288,"STAT1_TCF7L2",1.28447801489345,1.23283063576622,0.390140184633014,"STAT1","TCF7L2"
0.00752452578132477,0.103592878823786,0.00297936608047177,39,0.0102043842248807,0.0938075936594403,0.00120361258115091,"STAT1_NKX6.2",1.35614981215256,0.905540947645732,0.403982776416762,"STAT1","NKX6.2"
0.00754985848072665,0.0564963317390339,0.00209648425020052,20,0.00852074067915606,0.0693062218867322,0.000764905908928933,"STAT1_OLIG1",1.12859607910637,1.22673844041538,0.364851731586237,"STAT1","OLIG1"
0.00679226416846422,0.035165242427894,0.00157492580966286,108,0.00914697778307549,0.040937078862669,0.000632226056901352,"STAT1_SOX2",1.34667580002909,1.16413469768082,0.401432278919025,"STAT1","SOX2"
0.00896487246161838,0.0368721917635372,0.00207614111255072,133,0.013220529268399,0.0518562368229766,0.000938365087284287,"REST_SOX10",1.47470355267189,1.40637793260386,0.451975581819399,"REST","SOX10"
0.00728024867806165,0.00990246556226742,0.000902432864837083,37,0.00955917719010867,0.0183934721420971,0.000345878785865642,"REST_NKX2.2",1.31302893799691,1.85746388376083,0.383273703056109,"REST","NKX2.2"
0.0116869773083674,0.0356475653275225,0.00307500405527128,194,0.0176225629904843,0.049054582353464,0.00128168008083227,"CTCF_SOX10",1.50788031203476,1.37609909408288,0.41680598067348,"CTCF","SOX10"
0.00666851790666376,0.0208673700038594,0.00123081425893016,75,0.00877014624683654,0.031099380294405,0.000515038248808132,"STAT1_ZNF24",1.31515673641255,1.49033540348656,0.418453267884474,"STAT1","ZNF24"
0.00707082547609044,0.0111389553540751,0.000789131565804871,55,0.0105511048403498,0.0142824472236072,0.000315834443336316,"STAT1_NKX2.2",1.49220269628033,1.28220706247665,0.400230401395973,"STAT1","NKX2.2"
0.0439444850894813,0.0316790976657,0.00810366576564242,73,0.0461199149078621,0.0371247994466181,0.003127542340534,"NFE2L2_SOX10",1.04950404616077,1.17190204842275,0.385941675160645,"NFE2L2","SOX10"
0.0390211515515813,0.0193011397114034,0.00517184195520218,30,0.0455869126762379,0.0243874050968071,0.00158976041947686,"NFE2L2_ZNF24",1.16826159309977,1.26352150502276,0.307387664442796,"NFE2L2","ZNF24"
0.047361414255219,0.0144780901905345,0.00333105657182797,23,0.0448096490944284,0.0222235848533198,0.00096520563430905,"NFE2L2_NKX2.2",0.946121432374471,1.53498041253046,0.289759604346611,"NFE2L2","NKX2.2"
0.0429664833188045,0.0362636600528251,0.00718379685996885,42,0.037141130754786,0.0423557551909304,0.00292502173344812,"NFE2L2_SOX2",0.864421006466941,1.16799449170963,0.40716932709325,"NFE2L2","SOX2"
0.0598068986718646,0.0115963501131538,0.00657531642566177,49,0.0611384323770855,0.0146901709554813,0.00261084518605501,"FOXO3_TCF7L2",1.02226388150515,1.26679263838526,0.397067611205075,"FOXO3","TCF7L2"
0.0734963579892682,0.0775181206848644,0.0256013689559077,18,0.056715220542901,0.0725244290351812,0.0077391791733712,"FOXO3_NKX6.2",0.771673890986305,0.935580331339763,0.302295521255136,"FOXO3","NKX6.2"
0.0791365543042356,0.0842771338632739,0.0164753451800319,10,0.0788837622929946,0.0944838804192667,0.00580499939580185,"FOXO3_OLIG1",0.996805622718054,1.12110932216266,0.352344629649248,"FOXO3","OLIG1"
0.0736867015754286,0.0147842295851773,0.0070591654491884,62,0.0833317562272012,0.0226164310196994,0.00242048566569916,"FOXO3_SOX8",1.13089274517057,1.5297673030169,0.342885527067147,"FOXO3","SOX8"
0.0787933307504309,0.0200229525326294,0.0075977524032274,38,0.0844895624174223,0.0274599819494261,0.00275704085759835,"FOXO3_ZNF24",1.07229332245179,1.37142521337337,0.362875849498229,"FOXO3","ZNF24"
0.0756331598937701,0.00654576512293408,0.00410722163807011,29,0.0817967956980364,0.00748379128913474,0.00156345330727809,"FOXO3_NKX2.2",1.08149382906814,1.14330275354888,0.380659590606539,"FOXO3","NKX2.2"
0.0770082272836842,0.0309244151478659,0.011269804614322,61,0.0735788754380915,0.0328526860026875,0.00475140544701625,"FOXO3_SOX2",0.95546772122205,1.06235431925233,0.421604953201941,"FOXO3","SOX2"
0.00613998000593546,0.0397016696045166,0.0013927585978817,164,0.00975994070244796,0.0544599028037138,0.000669975087334737,"NR4A2_SOX10",1.58957206587206,1.37172827607024,0.481041788830978,"NR4A2","SOX10"
0.00502191460938347,0.0139528716415005,0.000964581215843014,60,0.00671752923375045,0.0162684034842938,0.000392092941759111,"NR4A2_TCF7L2",1.33764306171171,1.16595378372909,0.406490335203588,"NR4A2","TCF7L2"
0.00536288511133061,0.0224080386471971,0.00106269165183253,55,0.00737628676875947,0.0268271265521894,0.000433561973623446,"NR4A2_ZNF24",1.37543255461039,1.1972099376732,0.407984736565682,"NR4A2","ZNF24"
0.0339633064604005,0.0161295118732372,0.00426988831473597,78,0.0465531621871257,0.0213719512162444,0.00162545167291709,"NFIC_TCF7L2",1.37068993095252,1.32502157437918,0.380677796022776,"NFIC","TCF7L2"
0.030850463773536,0.100012792894623,0.013819949128511,36,0.0361914448438736,0.0840667585338725,0.00503447339437605,"NFIC_NKX6.2",1.17312482267833,0.840560053376852,0.364290298579303,"NFIC","NKX6.2"
0.0389843272482132,0.0188210215260698,0.00477332850948292,82,0.0418546886614454,0.0237799186829835,0.001878648891469,"NFIC_ZNF24",1.07362859938448,1.26347651481323,0.393572092877495,"NFIC","ZNF24"
0.0408258133737261,0.0126232370916695,0.00286272128485844,47,0.0437499798307011,0.0193337712682566,0.00110565285191002,"NFIC_NKX2.2",1.07162543046495,1.53160169042658,0.386224414426251,"NFIC","NKX2.2"
0.00816422473555944,0.0421064699379932,0.00179891177151762,108,0.013134354119737,0.0531813038006863,0.000734605532722896,"PLAG1_SOX10",1.60876930084128,1.26301976582226,0.408361068260261,"PLAG1","SOX10"
0.0328319930671251,0.00542974906278729,0.00144584224468368,150,0.0457417296420164,0.00834215004524554,0.000678462116321377,"SOX10_E2F6",1.39320599722646,1.53637855981565,0.469250444725947,"SOX10","E2F6"
0.0330389811756915,0.140294368895459,0.0168592695798736,211,0.0420348583601057,0.113842398578102,0.00635202441316285,"SOX10_FOXP1",1.27228070794849,0.811453798711853,0.376767474004082,"SOX10","FOXP1"
0.0404014166864727,0.00624262000299379,0.00167407049116159,92,0.0493415534380915,0.0072696275517635,0.0007178350622127,"SOX10_HSF1",1.22128275404293,1.16451546758848,0.428796198250061,"SOX10","HSF1"
0.0330296621198205,0.00597515066991754,0.00152197128525632,155,0.0444165688638765,0.00843617116885761,0.000611887221593797,"SOX10_JUN",1.34474790274112,1.41187588981317,0.402035982886988,"SOX10","JUN"
0.0349086965508294,0.0717419774969168,0.0104729220212696,130,0.0492434474502847,0.082290958527514,0.00460999697759706,"SOX10_JUND",1.41063552397561,1.14704056674561,0.440182498087405,"SOX10","JUND"
0.0433551300778959,0.0500551389382036,0.00842156083595826,137,0.0545466346392084,0.0530920909827709,0.00341807101767468,"SOX10_NR2C2",1.25813564718189,1.06067213295156,0.405871439303774,"SOX10","NR2C2"
0.0417292813853707,0.0105598251529603,0.0029877401322065,152,0.0554589846608434,0.0129110801339635,0.001288898344791,"SOX10_RUNX2",1.32901844507406,1.22266040838224,0.431395733148694,"SOX10","RUNX2"
0.0359182395710775,0.00519853463280813,0.00130282944373031,206,0.0466526484790435,0.00786191810205831,0.000560407995303117,"SOX10_SP2",1.29885676570323,1.51233350499225,0.430146860742212,"SOX10","SP2"
0.0354481778998258,0.00929219129852608,0.00230037537747367,106,0.0474782113028735,0.0132829186536452,0.00101228228906445,"SOX10_USF2",1.33936958444081,1.42947107166769,0.44005091472339,"SOX10","USF2"
0.0332871900672283,0.00386728245381045,0.00106200280700096,257,0.0459477962920658,0.00575210227296301,0.000465200835320261,"SOX10_ZNF263",1.38034469714228,1.48737578433027,0.438041060017499,"SOX10","ZNF263"
0.0352916998696954,0.0108692872662493,0.00253355801775959,121,0.0490657781930632,0.0138147367013351,0.00111530908233717,"SOX10_ZEB1",1.39029228895816,1.27098827760601,0.440214541967911,"SOX10","ZEB1"
0.0372263872792728,0.00476843361491223,0.0011234088329418,138,0.0537404873555278,0.00793075298962524,0.000525488840971364,"SOX10_ESRRA",1.44361275114789,1.66317781269378,0.467762781956503,"SOX10","ESRRA"
0.0404912923490823,0.0501586482604551,0.00825563221211365,116,0.0503237161435946,0.0657849082169237,0.00312929699334991,"SOX10_SREBF1",1.24282810510826,1.3115367040062,0.379049951953799,"SOX10","SREBF1"
0.0364187482992967,0.0928221424820608,0.0126208289108945,125,0.0463059714148452,0.0895986098011701,0.00516893117181515,"SOX10_SREBF2",1.2714871756243,0.965271942720847,0.40955560116604,"SOX10","SREBF2"
0.0393324297114469,0.00626144771246137,0.0016709735793915,88,0.0560734479082292,0.00738489978692097,0.00083376420952143,"SOX10_RFX2",1.42562888485656,1.17942369337745,0.498969115852241,"SOX10","RFX2"
0.0395366805497935,0.0150803839363438,0.00313022107648043,60,0.0481332153186845,0.0211526309599636,0.00116266469997813,"SOX10_POU6F1",1.21743187969623,1.40265864909353,0.371432135804738,"SOX10","POU6F1"
0.0412791409363135,0.0577104006725054,0.00877381804044323,54,0.0472921981380215,0.064765110567098,0.00346212927793289,"SOX10_KLF13",1.14566817683985,1.12224330124871,0.394597797899851,"SOX10","KLF13"
0.0333431490165871,0.0060693203353187,0.00136893805498889,76,0.0421338322561053,0.00929946269844581,0.00061420561112135,"SOX10_MEF2B",1.26364286214074,1.53220825144625,0.448673049071119,"SOX10","MEF2B"
0.0307637801853864,0.140306708906964,0.0159286615779313,131,0.0421248068131439,0.109063140500398,0.00579270700481575,"SOX10_NFIX",1.36929878445674,0.77731949776341,0.363665646135728,"SOX10","NFIX"
0.0347572451270322,0.0906224515513869,0.0137246127811929,39,0.044501048824555,0.0843539799839496,0.0053738818589945,"SOX10_NKX6.2",1.28033878007048,0.930828713413444,0.391550708545921,"SOX10","NKX6.2"
0.0374599595865577,0.0188862452971237,0.00372765011137332,18,0.0726345200910925,0.0292070781562526,0.00170943229862539,"SOX10_OLIG2",1.93899088233819,1.54647351534192,0.458581746556576,"SOX10","OLIG2"
0.0436837065233057,0.0057670252203748,0.00158332113809122,80,0.0543657641120575,0.00663681999419343,0.000661019346237949,"SOX10_ZNF143",1.24453185040635,1.15082208601163,0.417489118496102,"SOX10","ZNF143"
0.033380790874705,0.0114898901184493,0.00289084686119647,39,0.0442981064968049,0.014147877981688,0.00118265356235698,"SOX10_ZNF410",1.32705383353792,1.23133274868929,0.409102805904947,"SOX10","ZNF410"
0.0386324012464846,0.00788493160614261,0.0020310673780984,65,0.0507431632944194,0.0105457597353634,0.000991239960517019,"SOX10_HSF2",1.31348716769287,1.33745735056826,0.488038935195283,"SOX10","HSF2"
0.0452945931715219,0.00581206037004408,0.0015254375460167,61,0.0530971013531506,0.00722163978176094,0.000611769117399274,"SOX10_HSF4",1.17226135914461,1.24252662945175,0.40104501098505,"SOX10","HSF4"
0.033201786817216,0.0145356858277843,0.00327951890852759,86,0.0407454111673148,0.0181385294147586,0.00136250229836875,"SOX10_MEF2D",1.22720537275986,1.24786196053354,0.415457979164534,"SOX10","MEF2D"
0.0350588558384576,0.0753732250896186,0.0109423964134669,116,0.0485568851176189,0.080382912626613,0.00435347139734189,"SOX10_MEIS1",1.38501054744504,1.06646508134736,0.397853562678834,"SOX10","MEIS1"
0.0354169212002409,0.0797725322356217,0.012959277305479,96,0.0471464255830982,0.0818552955213811,0.00525441542977525,"SOX10_MEIS2",1.33118362594368,1.02610877738728,0.405455898960797,"SOX10","MEIS2"
0.0375348717655557,0.0244389559860473,0.00519348033498008,124,0.0534299359763827,0.0302598282433332,0.00215298255205112,"SOX10_PKNOX1",1.42347458411762,1.23818007040109,0.414554867484518,"SOX10","PKNOX1"
0.027831037894807,0.00735509165990048,0.00194583268253985,63,0.036089013931749,0.00908516420926724,0.000834516238375536,"SOX10_PKNOX2",1.29671822043269,1.2352210726073,0.428873585002313,"SOX10","PKNOX2"
0.03636908982072,0.0901966183268881,0.0127832040190358,116,0.0493012591573444,0.0862909240613574,0.00466409533536606,"SOX10_POU2F1",1.35558133020026,0.956697996687905,0.364861213856921,"SOX10","POU2F1"
