TFAP2E,MTF1,ZNF684,NFYC,JUN,NFIA,MEF2D,ATF6,PBX1,POU2F1,ZNF281,SOX13,ELK4,PROX1,ZBTB18,ZNF692,E2F6,REL,MEIS1,POU3F3,NR4A2,SP3,ATF2,NFE2L2,STAT1,KLF7,CREB1,HES6,NR2C2,SATB1,NR1D2,THRB,MITF,FOXP1,ZNF148,KLF15,ZIC4,ZIC1,SOX2,ETV5,BCL6,RBPJ,KLF3,CLOCK,REST,NFKB1,ELF2,NR3C2,IRF2,MEF2C,SMAD5,NR3C1,ZNF354A,ZNF354C,PBX2,RXRB,ZNF76,PPARD,NFYA,TFEB,RUNX2,BACH2,POU3F2,FOXO3,HSF2,HEY2,FOXK1,SP4,POU6F2,ZNF680,ZKSCAN5,ZKSCAN1,CUX1,FOXP2,NRF1,ZNF282,HMBOX1,PLAG1,MYBL1,TRPS1,HSF1,RFX3,GLIS3,NFIB,KLF9,RORB,MSANTD3,ZNF189,ZBTB26,NR6A1,PBX3,ZNF143,TEAD1,MYRF,ESRRA,RELA,HINFP,PKNOX2,ETS1,ZEB1,CREM,MXI1,TCF7L2,NKX6.2,ZNF384,ETV6,BHLHE41,TFCP2,POU6F1,ZNF740,SP1,ATF7,NR2C1,ELK3,NFYB,PRDM4,CUX2,ZNF140,ELF1,KLF12,TFDP1,HIF1A,MAX,ZNF410,FOXN3,YY1,KLF13,MEIS2,MGA,RFX7,TCF12,RORA,ARNT2,MEF2A,SOX8,ZNF263,MAZ,HSF4,E2F4,CTCF,NFATC3,MNT,SREBF1,THRA,STAT3,MLX,SP2,ZNF652,HLF,VEZF1,MAFG,FOXK2,ZNF24,SMAD2,TCF4,SOX12,ZNF343,NKX2.2,ZNF341,TCFL5,TCF3,NFIC,ZBTB7A,RFX2,ZNF317,ZNF136,NFIX,RFX1,JUND,ZNF682,ZNF708,ZNF675,USF2,ZFP14,ZNF382,ERF,IRF3,ZNF610,ZNF528,ZNF701,ZNF320,ZNF331,ZNF582,ZNF667,ZNF460,ZNF549,ZNF211,ZNF417,ZNF418,ZNF135,ZNF274,ZNF324,MZF1,PATZ1,SOX10,ATF4,TEF,SREBF2,GABPA,BACH1,OLIG2,OLIG1,RUNX1,PKNOX1,dummy1,dummy2
3,2,2,2,3,124,3,13,37,23,6,0,4,4,2,1,0,1,9,7,3,6,7,38,0,6,10,1,16,0,14,2,25,102,24,3,0,9,4,1,4,92,4,7,4,7,44,12,6,2,9,19,3,2,1,2,2,6,2,20,1,50,2,24,0,3,14,13,0,2,1,40,34,0,12,1,10,0,2,17,3,17,0,12,2,5,0,9,4,8,14,2,7,60,1,2,1,2,1,1,2,35,2,46,1,3,1,16,4,2,4,0,3,0,1,2,0,4,11,0,1,2,4,0,16,12,10,22,9,15,360,14,15,18,8,2,2,3,1,2,10,2,11,4,7,1,2,34,2,8,2,17,9,10,175,2,0,4,2,4,2,21,3,1,0,2,67,2,13,1,20,2,5,3,3,0,3,0,2,3,0,8,1,5,1,1,1,0,1,8,2,4,4,1,18,3,3,83,1,1,5,13,1,7,0,0
3,5,0,5,3,124,7,17,33,28,10,1,6,13,1,4,3,3,36,8,2,8,11,32,1,15,11,1,13,0,9,0,13,38,21,3,1,16,13,2,4,138,7,8,1,10,80,18,7,3,8,36,3,2,1,2,7,5,2,22,3,28,4,28,3,4,15,6,1,5,2,89,37,1,15,2,16,2,2,29,2,17,1,28,3,4,0,8,1,6,9,3,13,104,0,1,2,2,0,1,2,45,9,50,1,3,5,17,4,1,2,0,12,0,3,1,2,1,16,1,2,6,13,0,41,7,14,49,13,17,421,13,19,30,13,0,1,3,1,10,18,1,20,8,10,0,1,43,0,9,1,12,9,12,199,0,0,3,3,4,3,17,8,3,3,2,64,3,19,4,34,3,2,7,3,0,2,3,3,4,0,7,1,4,1,1,2,0,2,6,6,3,5,2,14,3,7,40,2,2,3,21,1,9,0,0
4,2,1,4,5,206,10,9,58,53,7,1,2,22,5,3,2,3,19,7,2,7,9,38,2,15,11,5,19,0,8,4,23,37,28,1,2,17,19,1,4,114,12,8,6,11,70,4,9,7,13,38,3,2,3,3,5,14,1,35,3,59,4,48,1,2,8,7,1,4,2,63,19,1,21,2,13,2,1,27,3,15,1,49,8,4,1,11,1,6,9,2,21,202,2,3,1,1,2,1,3,34,3,51,1,7,5,19,8,0,3,1,16,0,10,5,0,1,12,0,2,5,9,0,32,11,18,39,19,20,605,15,33,81,11,3,4,4,2,5,17,1,31,6,21,3,2,51,3,14,3,16,7,9,191,2,1,4,2,4,1,22,8,3,4,3,65,2,45,3,34,1,4,18,3,0,2,3,1,1,0,3,1,4,1,3,2,0,2,7,11,3,4,1,24,5,5,64,6,3,13,80,2,2,0,0
3,4,1,6,3,107,9,16,32,25,5,1,2,22,1,6,3,2,22,6,1,7,10,21,1,12,8,3,13,0,10,1,21,79,17,3,1,15,9,1,8,169,11,6,4,12,155,12,9,1,10,27,2,2,1,2,1,9,0,22,0,50,3,29,3,2,15,5,1,6,3,76,41,2,8,0,16,2,1,34,4,26,0,59,8,2,1,10,4,9,7,2,16,93,1,3,1,0,0,1,3,62,4,68,1,4,3,23,5,2,3,0,5,1,3,3,0,3,15,1,0,5,3,0,17,5,22,38,9,14,422,15,17,33,17,1,5,3,1,5,7,0,18,6,9,0,2,59,1,12,1,11,14,6,103,4,0,4,1,9,1,15,9,2,2,1,47,1,41,2,68,3,3,4,5,0,3,1,1,1,0,8,0,3,0,1,2,0,3,5,3,2,3,1,25,4,5,34,2,2,13,24,2,6,0,0
3,5,1,2,2,88,5,8,40,18,4,1,2,9,2,3,2,0,8,7,1,4,4,34,2,13,2,2,2,0,4,2,11,20,22,0,0,8,8,2,2,60,4,10,1,5,32,5,2,4,4,11,0,2,1,1,2,6,0,14,2,42,1,9,1,2,11,4,2,3,2,59,25,0,4,1,4,1,1,19,2,12,1,32,2,3,0,11,2,4,10,1,4,73,2,1,1,1,1,2,2,25,2,32,3,7,2,10,2,0,2,0,6,0,3,2,0,2,9,2,2,3,5,0,9,6,14,15,10,4,337,5,11,18,3,2,2,2,1,10,7,2,19,4,3,2,0,34,2,3,1,9,4,7,98,1,0,4,1,3,0,12,2,2,0,1,42,2,12,2,12,2,4,8,2,0,0,1,1,1,0,2,1,2,0,2,1,0,2,8,2,1,2,0,7,3,1,36,5,4,3,7,0,7,0,0
3,3,3,4,2,114,8,11,42,18,6,2,4,18,1,1,2,1,16,7,2,2,14,32,1,12,17,3,10,0,7,1,21,44,17,4,0,10,6,1,6,69,7,9,2,16,51,6,10,3,12,20,3,1,2,2,3,7,4,18,1,40,3,42,3,2,7,5,0,2,2,41,23,0,19,2,22,0,2,33,3,14,0,28,6,2,0,8,2,8,11,3,11,49,2,0,2,0,1,1,2,41,2,47,1,11,7,20,3,1,2,0,4,0,3,0,0,2,11,2,2,3,4,0,16,7,21,21,6,9,469,10,11,24,7,1,1,2,3,3,13,1,13,6,9,0,2,30,0,11,1,24,7,9,116,1,0,3,1,3,1,9,6,1,1,3,49,0,33,3,26,2,3,10,3,0,2,1,1,1,1,9,0,5,1,0,0,0,1,1,5,0,3,1,14,1,1,28,3,6,11,22,1,8,0,0
2,2,3,3,4,116,6,10,23,33,6,2,4,8,3,2,2,3,21,8,2,7,12,22,4,18,5,2,13,0,5,1,15,103,12,1,0,13,7,0,8,88,6,6,2,17,61,6,5,5,8,17,2,1,1,3,2,4,3,41,1,44,4,19,3,1,12,4,1,2,1,40,25,1,12,2,7,4,2,21,2,13,0,15,4,3,0,9,2,8,5,1,12,80,2,2,1,0,0,1,3,36,4,65,0,6,4,19,3,2,3,0,3,1,3,2,1,3,20,0,1,4,7,0,9,5,20,21,13,19,387,25,10,40,13,1,2,3,1,4,7,1,14,10,9,2,3,36,0,9,1,15,9,11,136,2,1,2,1,9,1,8,9,3,3,1,73,2,22,4,58,2,5,9,2,0,3,2,2,0,0,5,2,1,1,0,2,0,2,6,5,5,4,2,14,4,3,40,6,6,7,25,2,6,0,0
3,3,2,4,3,129,12,14,31,17,4,1,4,16,3,7,1,2,14,9,3,8,7,20,0,15,9,3,13,0,9,2,16,41,18,3,2,15,11,1,2,88,9,7,4,9,62,10,8,2,6,11,3,3,1,2,3,10,2,28,3,50,1,34,1,2,12,4,0,7,3,78,37,0,9,1,11,1,0,8,3,12,1,24,1,3,0,6,1,10,8,2,9,113,1,1,2,1,1,1,3,39,3,71,1,5,4,16,3,0,2,0,8,0,1,4,1,5,12,0,0,3,3,0,18,10,16,16,6,14,464,21,18,29,18,0,2,1,2,3,13,0,21,4,8,2,3,28,0,11,1,14,6,18,130,2,1,6,1,6,1,14,9,1,1,1,76,1,32,3,23,3,3,11,1,0,1,1,1,1,0,0,1,3,1,1,1,0,1,9,4,1,5,2,12,5,2,42,3,6,7,29,2,6,0,0
2,2,0,7,4,154,7,11,57,25,6,3,3,14,3,2,2,2,8,5,2,6,10,52,2,9,6,2,8,0,6,1,31,41,19,2,0,13,9,2,5,82,8,9,4,8,37,7,14,1,8,21,2,4,4,3,4,7,2,20,3,52,1,37,2,3,7,2,0,3,3,61,42,1,16,2,12,1,1,23,2,13,1,18,3,8,0,8,2,5,3,3,12,86,1,1,2,1,1,1,2,47,3,47,1,6,4,15,6,1,2,1,5,0,1,3,0,3,23,1,1,3,4,0,20,7,15,33,12,13,535,6,7,29,10,2,3,2,1,8,5,1,23,6,7,1,0,31,1,10,2,9,10,14,133,2,0,5,1,2,1,13,12,2,5,1,55,5,15,0,20,2,4,6,2,0,1,1,1,1,1,5,1,4,1,2,0,0,2,7,2,3,2,2,20,4,5,47,6,5,6,11,0,5,0,0
1,3,2,7,8,140,5,17,29,19,7,2,3,18,1,3,0,3,23,12,1,3,10,42,1,36,12,4,13,0,7,2,23,80,21,3,1,6,7,1,4,80,14,10,5,20,63,8,6,3,7,24,2,0,3,2,3,11,3,39,0,29,3,39,4,2,15,6,1,3,2,63,26,2,14,3,21,1,1,20,7,20,1,29,7,3,0,11,2,7,6,2,13,113,1,2,2,0,1,0,3,72,5,31,3,8,3,25,3,0,2,0,7,1,2,2,1,1,16,0,1,3,6,0,21,15,16,23,12,17,535,19,15,24,13,1,4,2,1,6,11,3,12,11,22,2,0,45,0,9,3,22,12,13,206,1,1,4,3,8,4,12,12,2,2,1,73,2,22,5,53,0,3,7,1,0,1,2,3,2,0,4,2,5,2,2,1,0,2,8,7,1,4,3,13,1,5,70,2,5,3,26,0,10,0,0
2,4,0,4,1,107,5,10,42,21,3,1,2,7,4,0,2,1,13,2,2,6,18,22,0,16,20,1,18,0,5,2,9,72,13,3,0,12,5,1,5,52,2,6,3,5,39,9,11,2,5,16,1,2,2,1,4,6,1,18,1,31,1,12,0,4,6,9,0,3,1,49,20,1,9,0,3,3,2,11,1,6,0,9,3,4,1,8,2,5,9,0,10,65,1,2,2,0,2,0,3,28,4,41,2,1,3,9,5,1,4,0,3,1,1,1,1,0,16,0,1,2,3,0,6,3,12,13,11,12,322,5,24,20,6,1,1,2,2,4,2,0,13,7,7,1,1,18,1,10,1,10,3,6,111,1,1,3,2,6,0,8,13,1,1,1,29,0,28,1,32,2,2,8,1,0,1,2,1,1,1,5,1,2,1,2,0,0,0,5,2,2,2,4,13,2,1,20,2,4,2,16,3,3,0,0
3,3,0,4,1,105,4,19,47,3,4,1,1,15,3,3,2,1,35,6,0,3,6,23,1,3,2,1,6,0,4,1,8,52,9,1,0,11,8,2,3,55,7,2,1,9,50,2,6,3,4,8,0,1,0,0,3,6,3,23,3,24,2,10,3,3,6,4,1,3,2,49,13,0,6,1,4,1,1,13,1,12,1,20,3,0,2,5,1,10,7,0,5,63,1,1,1,0,0,1,3,39,2,32,1,4,3,10,3,1,1,0,3,0,0,3,0,1,7,1,0,1,7,0,14,2,8,25,8,8,267,2,18,13,4,0,2,2,0,3,5,0,11,5,8,0,2,27,1,11,2,8,3,11,81,2,0,4,0,3,1,6,5,0,0,1,54,1,22,2,17,3,0,11,2,0,0,0,1,1,0,5,0,2,0,3,0,0,1,5,2,1,4,2,9,2,2,38,1,4,5,15,1,4,0,0
1,3,1,5,1,224,7,8,97,28,11,3,3,22,1,4,2,1,18,8,2,5,12,66,2,17,10,4,16,0,7,2,10,103,18,3,1,13,9,0,4,116,5,8,2,15,96,7,14,3,9,29,0,4,2,3,3,9,0,37,2,51,2,40,3,2,20,8,1,7,3,68,18,1,15,2,7,1,2,18,3,21,0,23,5,5,2,13,2,8,16,2,10,73,2,4,1,0,1,1,3,70,6,52,1,5,5,18,3,2,2,0,13,1,2,1,1,3,19,1,2,6,8,0,36,9,21,23,19,25,421,10,25,28,27,0,3,2,1,6,15,1,13,9,9,1,3,73,4,14,2,19,12,9,176,3,0,5,1,4,2,12,11,2,2,0,96,0,28,1,28,1,5,5,3,0,1,3,3,1,0,6,1,6,0,2,2,0,1,17,6,2,6,3,21,5,7,44,6,5,5,26,2,11,0,0
5,2,1,6,2,96,2,8,21,25,3,1,2,13,1,2,2,1,9,6,0,8,5,25,2,19,9,2,7,0,6,1,5,44,26,2,2,11,6,1,6,67,6,7,2,15,63,7,10,6,2,22,1,2,1,2,3,7,2,26,2,43,1,11,2,3,10,3,0,3,2,39,25,1,13,1,20,0,1,20,2,13,0,29,7,4,1,5,1,4,5,3,6,107,1,2,1,0,2,1,1,27,8,27,3,7,1,14,4,1,1,0,4,0,3,3,0,2,3,2,0,3,7,0,33,8,12,24,9,8,240,12,12,16,12,0,2,2,1,4,8,1,6,9,7,1,1,15,0,6,2,11,9,11,75,2,1,3,1,2,0,9,7,2,0,1,45,1,20,3,17,2,2,5,1,0,0,1,3,3,0,4,0,3,0,0,0,0,0,4,7,0,4,2,24,3,3,38,4,2,7,14,0,6,0,0
7,4,2,3,1,135,8,12,23,26,4,2,1,16,2,5,2,4,7,8,1,8,5,18,2,7,6,2,8,0,4,1,17,104,18,1,1,12,10,0,7,69,11,14,3,7,65,5,13,3,11,14,2,1,1,3,3,3,2,43,2,42,4,33,1,1,12,8,3,4,3,38,21,0,14,3,9,2,1,11,2,13,0,19,5,6,2,9,1,2,6,2,12,152,0,3,1,0,1,0,2,105,6,46,1,6,7,17,6,1,4,0,3,0,2,2,0,3,25,0,2,2,4,0,34,8,17,48,11,9,310,10,8,27,11,1,3,0,3,3,7,1,17,9,12,0,1,15,1,16,1,18,8,5,119,1,0,3,2,5,3,11,8,2,2,1,55,1,32,3,22,1,5,5,1,0,3,1,2,0,1,5,1,4,0,2,0,0,2,9,4,1,6,2,12,3,3,13,6,4,7,36,1,7,0,0
3,3,2,5,2,104,6,6,77,17,3,2,3,9,1,3,3,2,13,10,1,4,10,33,1,12,10,2,13,0,5,3,9,101,19,3,1,10,15,1,3,93,8,8,8,9,76,8,17,4,7,34,1,2,2,3,5,9,2,33,1,54,3,15,2,4,6,3,1,3,2,63,42,1,19,3,14,1,4,17,4,18,0,13,8,3,0,9,2,3,10,2,12,116,2,2,2,1,2,0,4,50,4,31,1,4,2,21,4,1,3,0,4,1,2,2,0,3,21,2,1,2,2,0,15,9,8,38,14,18,296,9,12,30,9,2,0,3,2,4,13,2,20,3,12,1,1,27,2,11,1,22,10,13,124,2,0,5,0,3,3,15,13,3,2,2,37,1,31,1,40,1,2,9,0,0,2,3,2,2,0,5,0,3,0,1,1,0,1,6,2,2,3,3,21,2,7,42,3,3,11,13,1,5,0,0
3,3,1,8,4,163,16,13,106,12,5,1,4,8,3,2,0,0,25,9,2,5,13,60,3,20,8,2,18,0,7,1,17,148,30,3,0,20,15,2,6,148,10,17,2,13,54,10,14,2,11,40,2,3,3,4,3,4,1,29,1,76,2,22,3,3,7,10,0,3,2,68,38,1,14,1,20,3,1,23,2,14,1,24,7,5,0,10,2,3,17,3,21,99,2,2,3,1,1,1,3,62,4,102,2,11,6,16,3,2,4,0,6,0,2,1,1,1,16,1,1,3,6,0,28,8,15,27,26,20,563,20,15,21,16,0,3,2,2,5,12,0,15,10,10,0,3,28,1,12,1,16,11,5,170,3,0,6,2,6,2,13,9,0,1,3,78,1,18,4,25,4,3,11,3,0,1,1,2,2,1,4,2,3,1,3,1,0,1,7,4,1,4,1,33,5,4,66,5,8,10,36,2,5,0,0
5,1,3,5,2,130,5,6,27,24,3,0,2,6,3,3,2,1,17,9,3,8,6,59,1,11,13,0,13,0,13,1,18,42,17,3,1,9,6,2,6,86,12,9,3,7,69,8,11,1,6,21,1,2,1,2,5,6,3,25,2,38,2,23,3,3,10,4,0,4,1,40,29,0,16,3,8,2,3,26,4,21,2,31,8,7,0,5,3,4,7,2,10,128,0,3,1,1,1,3,6,41,15,42,1,4,8,13,3,1,1,0,5,1,3,1,0,2,12,1,1,6,8,0,31,6,14,21,14,10,337,8,19,21,10,3,1,3,1,3,12,1,23,10,6,0,1,42,0,12,1,12,6,14,211,2,0,4,2,5,0,21,4,2,1,2,61,1,28,2,44,2,5,6,1,0,1,3,1,2,0,5,3,2,1,1,0,0,3,5,3,2,3,5,15,1,5,39,3,2,5,23,2,10,0,0
2,1,5,5,4,169,5,10,15,30,5,1,2,19,3,3,1,0,9,15,4,11,9,40,1,13,10,3,16,0,8,1,33,68,18,5,2,34,9,1,6,155,10,6,4,11,103,9,12,3,5,40,3,0,2,3,3,5,1,25,4,81,1,28,3,2,14,4,1,5,3,48,35,0,14,1,14,2,1,35,0,11,0,40,6,3,0,9,1,9,11,4,9,98,2,4,3,1,2,1,3,35,6,59,1,3,5,28,5,1,4,1,4,0,2,5,1,3,22,0,1,4,10,0,26,9,19,21,9,17,504,10,9,26,7,1,3,3,1,7,14,2,16,5,14,0,1,72,1,5,1,13,6,11,191,0,1,3,1,7,1,26,7,1,2,1,80,2,40,2,34,2,4,14,1,0,1,1,2,1,1,8,1,4,1,2,0,0,1,5,5,3,4,0,18,3,6,51,5,8,7,12,1,11,0,0
2,4,1,3,3,199,7,11,43,22,11,0,2,17,3,2,3,4,13,11,1,9,14,50,3,20,9,2,16,0,10,1,15,58,11,3,0,11,14,1,7,128,8,15,3,13,77,12,4,3,10,28,2,3,2,3,2,10,2,34,1,72,5,26,1,1,16,7,0,4,1,66,36,1,14,3,21,0,2,32,1,11,0,46,11,7,1,13,2,4,11,3,23,77,2,0,0,1,1,0,4,71,4,54,1,11,9,27,7,1,2,0,4,1,2,2,1,1,25,1,0,4,10,0,25,11,21,52,26,12,544,22,22,51,15,1,1,4,3,6,12,1,19,7,12,0,4,57,2,8,1,13,7,9,232,2,0,2,1,6,3,21,14,1,3,4,54,0,39,6,37,1,8,9,2,0,2,3,2,4,0,4,0,3,0,1,1,0,1,6,3,2,3,2,33,2,6,49,6,5,5,33,3,5,0,0
2,3,1,6,2,146,5,10,34,18,6,0,3,10,2,1,3,2,13,10,2,5,4,28,2,15,6,2,14,0,7,0,14,42,6,3,2,10,4,1,10,40,6,5,3,12,45,8,4,4,4,22,0,1,0,2,3,5,2,20,2,19,3,9,2,3,8,3,1,4,0,43,22,1,11,4,8,0,1,13,3,19,2,23,4,3,1,6,3,5,4,4,8,96,1,1,0,2,2,1,3,35,5,22,2,7,2,8,3,1,2,0,1,0,3,0,0,1,11,0,1,4,6,0,27,5,11,24,13,9,301,7,18,31,9,0,1,3,2,5,8,2,7,10,12,0,2,16,0,12,0,11,10,7,143,1,0,4,2,5,2,19,5,1,2,1,37,2,19,3,24,1,2,4,2,0,2,0,3,2,0,10,2,2,2,1,0,0,1,9,2,2,4,3,17,2,2,42,1,6,4,21,4,13,0,0
3,2,2,4,2,90,4,6,23,25,5,1,3,15,1,5,1,4,11,9,3,13,8,33,2,11,15,2,15,0,5,2,11,63,17,4,0,10,5,1,5,60,15,5,1,3,56,14,5,4,5,18,1,3,2,2,1,10,2,25,2,75,1,30,3,3,5,7,1,3,1,46,32,0,8,2,20,2,0,14,2,8,0,35,6,2,1,7,2,6,7,1,12,52,0,2,1,1,1,0,4,43,4,32,3,3,5,14,3,1,4,0,6,1,1,3,0,1,21,2,2,3,4,0,20,5,15,23,16,13,408,27,13,22,15,1,0,3,2,2,7,0,14,4,8,1,3,42,0,7,1,9,19,17,133,1,0,3,2,6,3,17,7,1,1,1,73,4,22,4,30,3,2,3,1,0,1,1,1,3,0,6,0,3,1,1,0,0,2,8,6,1,3,3,29,3,2,13,4,2,6,21,3,6,0,0
1,4,2,2,2,85,5,9,22,16,5,1,1,7,2,2,2,1,6,5,2,4,6,48,1,15,2,2,11,0,12,2,12,34,7,3,0,12,8,1,5,49,6,10,4,6,27,9,10,2,8,21,2,5,2,2,5,5,2,21,2,23,2,24,2,3,11,4,1,5,0,34,17,1,13,1,13,1,2,10,5,10,0,13,2,1,0,3,2,6,7,2,3,77,2,1,0,1,0,1,1,24,7,34,2,2,4,5,4,2,2,0,3,1,3,2,0,3,10,1,2,3,6,0,27,7,18,13,12,6,205,5,8,14,9,2,2,2,3,4,13,2,26,11,10,1,3,39,0,10,2,11,7,9,66,1,0,2,0,2,4,6,6,1,2,0,32,2,28,3,11,1,1,4,1,0,2,1,2,1,0,2,1,1,0,2,0,0,1,12,3,2,3,1,20,4,2,34,3,2,12,15,1,6,0,0
2,3,0,4,2,73,5,6,27,22,3,1,3,8,3,8,2,2,9,10,2,6,6,21,2,7,8,2,19,0,9,1,5,103,22,5,0,13,14,0,4,52,6,6,4,12,62,15,9,3,2,25,1,1,1,2,4,5,2,42,0,28,2,17,2,3,11,7,0,4,2,60,22,0,12,2,18,2,2,18,2,6,1,13,3,3,0,6,3,3,10,2,4,76,1,2,1,0,1,1,4,35,5,34,0,2,5,19,1,0,2,0,2,0,2,3,1,2,11,1,1,2,4,0,13,8,20,35,11,13,249,10,9,14,9,0,3,4,3,4,22,1,14,5,8,1,0,33,2,5,2,22,6,11,124,4,0,2,2,4,2,13,5,2,1,2,67,1,12,1,16,4,3,5,2,0,3,2,1,3,0,4,2,3,2,0,2,0,0,6,5,1,8,3,12,2,3,27,3,5,10,14,3,8,0,0
2,8,3,5,2,174,6,12,40,49,11,1,2,16,1,5,2,3,22,7,0,6,4,46,3,24,11,3,19,0,10,2,36,90,11,4,1,15,21,2,3,180,6,10,3,17,80,14,15,2,5,27,2,1,1,1,2,6,4,28,2,26,1,27,1,1,14,8,0,8,3,120,38,1,23,1,26,2,1,21,2,36,1,24,7,5,1,13,2,7,8,1,9,107,1,1,2,0,1,1,7,72,6,39,1,4,4,15,3,2,3,1,8,1,3,2,0,3,20,0,2,3,8,0,31,10,18,32,11,18,693,16,26,39,9,1,2,3,1,4,12,2,29,5,11,1,1,43,1,8,2,16,9,15,204,1,0,3,1,7,0,14,15,1,3,4,89,2,24,2,36,1,6,8,6,0,3,0,3,2,1,7,1,5,0,1,1,0,1,14,2,1,4,3,16,1,4,70,4,9,5,25,2,8,0,0
4,7,2,6,1,165,5,22,36,27,7,3,2,15,1,4,1,1,23,4,1,2,10,20,2,12,10,3,11,0,7,1,22,40,23,4,0,10,6,0,4,85,8,5,2,11,63,8,11,2,6,10,2,2,3,1,5,8,2,28,3,39,2,21,3,2,13,6,2,3,0,59,31,1,22,2,11,1,0,28,2,25,0,35,10,2,0,6,3,4,8,3,12,75,1,1,1,0,1,0,1,49,6,30,1,5,3,13,3,0,2,0,8,0,4,2,1,3,12,1,1,5,5,0,22,7,11,34,12,11,460,10,15,51,13,1,3,1,1,5,5,0,15,9,13,2,1,43,1,6,1,19,3,7,167,2,0,2,1,2,3,10,5,2,0,1,38,2,18,2,30,3,1,11,1,0,0,2,1,0,0,3,2,4,0,1,1,0,0,7,4,1,5,2,13,2,3,47,5,6,4,11,1,14,0,0
3,3,3,3,2,150,6,9,68,18,7,0,3,23,3,4,2,0,9,12,3,4,7,23,2,11,5,3,6,0,7,2,9,33,20,1,1,11,9,1,3,66,8,4,2,11,60,10,7,3,11,19,3,2,1,1,3,13,3,36,3,24,3,18,1,3,10,4,0,3,1,76,25,1,20,3,15,2,1,23,3,13,1,18,4,4,1,5,2,4,13,0,8,83,0,1,1,1,2,0,5,43,3,41,1,4,2,8,4,1,2,0,4,0,1,4,1,3,23,1,1,2,6,0,29,9,15,26,14,6,381,11,14,41,9,1,3,1,1,4,9,0,12,4,5,2,0,19,0,13,2,12,9,10,100,0,0,3,3,3,1,20,8,1,2,3,54,2,16,2,20,3,3,9,2,0,2,2,2,3,0,6,1,3,1,1,2,0,4,3,3,4,4,3,12,3,4,28,4,4,8,15,1,10,0,0
3,2,1,5,2,147,12,16,37,28,8,0,4,13,2,3,2,3,32,13,3,6,7,64,1,10,13,3,12,0,14,1,28,46,23,3,0,24,18,3,4,125,7,8,5,8,61,8,12,6,16,34,2,5,4,3,4,10,2,56,1,25,1,23,2,2,11,9,1,7,2,157,63,0,22,3,14,3,1,35,2,13,2,31,6,4,2,13,3,12,10,2,9,139,1,3,3,1,2,1,5,55,6,47,1,4,3,22,7,0,4,1,6,1,2,4,1,2,36,0,2,6,10,0,15,8,17,30,22,23,701,14,28,49,16,2,2,2,3,6,24,3,16,6,15,2,2,51,1,11,2,16,17,11,152,2,0,7,2,4,2,13,11,3,2,1,86,2,23,2,31,1,3,6,1,0,3,3,5,2,0,4,2,7,2,2,1,0,3,7,5,1,2,2,14,3,4,39,3,6,11,26,0,11,0,0
2,3,2,5,1,84,4,9,51,17,7,1,3,6,1,3,4,3,13,9,1,10,6,29,0,6,4,2,13,0,5,3,19,70,12,2,2,7,4,1,1,135,6,5,1,11,27,4,6,2,5,14,1,1,2,2,3,4,2,16,2,35,2,13,2,2,9,4,1,6,2,48,24,0,8,1,14,1,2,12,5,15,1,8,1,3,1,3,2,5,4,1,9,61,2,2,2,2,1,0,2,23,2,31,2,4,3,15,6,1,2,0,7,0,2,3,0,3,14,0,1,2,5,0,16,7,9,31,19,18,411,12,12,22,9,2,1,2,0,7,7,1,9,9,5,0,2,33,2,11,1,15,14,9,115,2,1,4,2,2,2,8,6,1,1,1,47,2,24,4,28,2,2,3,3,0,1,0,2,2,1,4,2,4,1,1,3,0,1,7,2,0,3,1,18,3,2,29,2,8,7,15,0,5,0,0
6,3,0,8,4,142,2,8,41,23,6,2,3,4,2,3,2,3,8,7,3,5,3,28,1,11,5,3,7,0,4,1,8,28,6,4,0,10,5,0,3,102,7,6,3,10,21,6,7,2,4,26,0,1,2,2,2,4,3,17,2,42,2,14,2,2,6,4,1,2,2,59,13,0,32,1,15,0,0,15,1,18,2,20,3,12,1,11,1,7,9,2,7,78,1,4,1,0,1,1,4,30,4,27,2,5,4,15,5,1,3,0,3,1,3,1,0,3,10,1,4,4,7,0,21,7,17,18,18,10,335,6,15,32,8,1,3,1,2,2,5,0,14,8,5,2,1,21,1,11,3,12,7,12,103,2,0,4,3,3,1,23,11,1,3,0,56,1,28,4,12,2,2,6,1,0,0,2,2,2,0,6,0,4,0,2,2,0,1,6,3,2,2,3,18,5,4,52,3,3,3,27,2,5,0,0
1,1,0,3,1,76,2,10,19,22,5,2,2,9,2,1,1,2,7,8,2,3,10,29,2,10,4,0,8,0,8,0,21,64,6,2,2,12,10,1,4,47,6,6,0,7,14,5,6,4,2,12,2,2,2,3,4,3,2,26,1,19,0,13,0,5,9,8,1,4,1,66,22,1,8,2,13,0,2,11,5,16,2,15,5,4,1,4,2,5,17,2,8,55,1,3,2,0,1,1,0,44,5,37,3,2,6,16,0,2,5,0,5,0,1,0,0,0,9,1,0,2,4,0,7,5,16,20,18,12,271,7,11,28,11,2,3,1,0,3,17,2,10,10,8,0,1,21,1,6,1,10,3,6,131,1,0,3,2,3,1,13,6,1,1,3,45,1,16,2,26,1,2,6,1,0,2,1,2,2,0,2,1,2,0,1,0,0,1,6,2,2,5,2,11,3,3,30,2,2,5,22,3,6,0,0
