TFAP2E,MTF1,ZNF684,NFYC,JUN,NFIA,MEF2D,ATF6,PBX1,POU2F1,ZNF281,SOX13,ELK4,PROX1,ZBTB18,ZNF692,E2F6,REL,MEIS1,POU3F3,NR4A2,SP3,ATF2,NFE2L2,STAT1,KLF7,CREB1,HES6,NR2C2,SATB1,NR1D2,THRB,MITF,FOXP1,ZNF148,KLF15,ZIC4,ZIC1,SOX2,ETV5,BCL6,RBPJ,KLF3,CLOCK,REST,NFKB1,ELF2,NR3C2,IRF2,MEF2C,SMAD5,NR3C1,ZNF354A,ZNF354C,PBX2,RXRB,ZNF76,PPARD,NFYA,TFEB,RUNX2,BACH2,POU3F2,FOXO3,HSF2,HEY2,FOXK1,SP4,POU6F2,ZNF680,ZKSCAN5,ZKSCAN1,CUX1,FOXP2,NRF1,ZNF282,HMBOX1,PLAG1,MYBL1,TRPS1,HSF1,RFX3,GLIS3,NFIB,KLF9,RORB,MSANTD3,ZNF189,ZBTB26,NR6A1,PBX3,ZNF143,TEAD1,MYRF,ESRRA,RELA,HINFP,PKNOX2,ETS1,ZEB1,CREM,MXI1,TCF7L2,NKX6.2,ZNF384,ETV6,BHLHE41,TFCP2,POU6F1,ZNF740,SP1,ATF7,NR2C1,ELK3,NFYB,PRDM4,CUX2,ZNF140,ELF1,KLF12,TFDP1,HIF1A,MAX,ZNF410,FOXN3,YY1,KLF13,MEIS2,MGA,RFX7,TCF12,RORA,ARNT2,MEF2A,SOX8,ZNF263,MAZ,HSF4,E2F4,CTCF,NFATC3,MNT,SREBF1,THRA,STAT3,MLX,SP2,ZNF652,HLF,VEZF1,MAFG,FOXK2,ZNF24,SMAD2,TCF4,SOX12,ZNF343,NKX2.2,ZNF341,TCFL5,TCF3,NFIC,ZBTB7A,RFX2,ZNF317,ZNF136,NFIX,RFX1,JUND,ZNF682,ZNF708,ZNF675,USF2,ZFP14,ZNF382,ERF,IRF3,ZNF610,ZNF528,ZNF701,ZNF320,ZNF331,ZNF582,ZNF667,ZNF460,ZNF549,ZNF211,ZNF417,ZNF418,ZNF135,ZNF274,ZNF324,MZF1,PATZ1,SOX10,ATF4,TEF,SREBF2,GABPA,BACH1,OLIG2,OLIG1,RUNX1,PKNOX1,dummy1,dummy2
3,1,3,7,2,74,5,9,23,25,4,2,1,12,3,2,1,2,30,11,1,4,5,56,1,28,6,2,8,0,1,3,19,69,13,1,1,11,12,1,1,79,10,11,3,13,44,6,10,5,6,20,2,1,1,2,3,6,2,35,1,66,4,23,2,0,12,4,1,5,1,105,52,1,17,1,10,2,1,36,1,9,2,11,3,1,1,17,2,6,27,2,5,60,1,1,3,1,3,1,4,66,2,19,2,2,7,31,2,3,3,0,6,1,3,3,0,1,24,2,3,2,12,0,13,9,11,26,14,25,256,26,15,22,7,1,1,2,1,6,3,1,7,3,15,2,1,35,1,7,1,13,5,19,103,2,0,5,1,2,0,11,9,4,1,1,70,2,15,5,39,4,4,8,3,0,2,1,2,1,0,3,2,3,2,1,1,0,3,3,8,3,5,5,9,3,6,42,2,4,3,11,0,5,0,0
7,6,2,11,4,110,8,23,28,46,6,6,3,15,4,8,2,1,77,21,3,14,17,125,3,74,18,10,23,0,14,11,40,141,42,3,1,38,14,2,3,223,15,11,4,14,98,7,30,2,5,59,2,3,0,1,8,7,3,91,3,53,5,25,3,2,24,7,0,13,3,167,94,1,27,4,30,6,5,65,4,27,1,11,8,1,2,41,3,9,38,4,21,155,2,1,2,2,1,1,3,123,15,122,1,5,21,33,7,1,5,0,3,1,3,3,1,4,58,7,2,5,29,0,23,18,14,64,24,27,450,63,77,78,19,2,1,4,1,8,13,3,12,17,27,1,2,111,2,16,2,25,13,43,145,1,0,19,3,10,2,42,10,5,2,2,119,3,79,9,85,2,6,12,4,0,4,1,4,3,0,8,4,7,1,5,1,0,2,13,7,3,7,4,25,8,15,160,9,6,6,44,2,17,0,0
3,7,1,9,2,120,5,14,36,33,4,3,4,14,1,2,1,1,63,19,2,3,11,124,0,23,10,3,24,0,9,2,48,81,17,3,3,14,16,5,5,147,16,14,3,17,88,6,21,3,6,63,1,2,5,3,7,15,1,95,2,47,3,33,3,5,18,5,0,10,2,151,59,1,38,4,17,3,3,29,8,13,1,15,5,1,0,17,3,8,23,1,17,110,3,4,1,1,1,2,4,64,4,77,3,5,6,21,7,0,2,0,13,1,4,3,1,2,32,1,3,7,5,0,18,15,9,34,23,32,449,20,16,25,30,1,2,1,4,6,12,1,22,8,30,1,2,105,3,16,1,23,18,24,138,3,0,13,1,12,2,14,11,1,3,1,122,1,37,4,63,3,5,14,4,0,3,1,2,2,0,6,2,6,1,6,0,0,1,17,9,3,4,3,28,3,7,73,5,3,6,23,3,14,0,0
2,3,2,3,2,69,3,12,25,32,4,5,1,10,4,5,2,1,48,8,1,10,15,51,3,36,10,6,24,0,16,3,31,66,27,1,0,21,9,1,0,133,7,5,3,8,131,9,29,3,5,34,1,4,2,2,4,10,1,44,1,64,2,25,3,1,15,9,1,11,3,131,55,1,22,3,47,6,3,38,4,18,0,8,2,1,1,36,1,11,15,2,13,113,2,2,1,1,0,1,3,48,7,51,1,3,5,21,5,2,4,0,10,0,2,3,0,1,30,3,3,6,11,0,19,11,10,55,26,18,417,20,21,24,4,2,4,4,2,6,17,0,12,5,16,1,1,66,2,8,3,6,4,33,155,2,0,5,1,3,1,15,11,2,1,0,75,2,11,3,41,2,3,14,4,0,3,4,1,4,0,8,1,5,3,5,2,0,2,10,5,4,6,0,20,4,4,69,2,6,3,36,1,13,0,0
3,1,2,3,2,110,2,10,18,21,5,2,1,9,1,4,2,1,29,6,2,2,9,30,1,22,4,1,12,0,9,1,13,70,13,3,1,10,9,0,6,63,7,6,2,13,99,13,10,1,3,13,0,3,2,2,3,8,4,52,2,74,3,29,2,2,9,3,0,6,1,49,34,0,9,3,16,2,2,24,5,13,0,15,7,1,0,14,2,6,11,4,7,49,2,1,0,2,1,1,1,45,6,44,2,6,3,8,2,2,3,0,8,0,2,2,1,1,26,1,1,2,10,0,8,11,15,45,17,26,245,19,17,26,2,0,2,1,3,3,9,1,3,11,12,0,2,69,0,8,4,18,9,19,124,2,0,3,1,5,1,20,7,2,2,0,83,1,12,2,18,0,3,6,1,0,1,2,1,0,0,4,1,2,1,2,0,0,0,4,6,2,5,4,20,2,3,43,5,4,3,5,2,8,0,0
1,2,1,4,0,72,2,9,16,27,5,2,2,11,0,3,2,0,45,12,0,11,11,70,2,35,9,4,12,0,4,1,16,83,27,3,1,29,17,1,2,93,7,4,3,15,133,8,7,1,4,26,2,1,1,1,7,12,3,51,3,51,2,23,4,2,9,5,0,11,1,96,28,2,9,3,18,2,2,31,2,15,0,18,5,1,1,19,2,5,25,2,28,66,2,2,3,2,0,0,2,32,4,53,2,5,4,23,2,1,8,0,11,2,1,2,1,1,34,3,3,2,11,0,7,10,14,38,29,26,237,21,38,36,7,1,2,4,3,4,11,1,6,6,16,0,2,51,1,10,2,18,5,13,209,2,0,6,2,6,1,21,4,1,2,1,78,1,15,3,52,2,2,6,1,0,4,2,3,2,1,5,2,2,1,2,2,0,2,14,6,3,5,3,23,4,5,58,5,5,2,25,3,10,0,0
2,3,2,8,3,128,6,23,27,40,10,5,2,12,4,3,3,3,46,14,2,5,13,72,7,34,12,3,28,0,9,4,24,110,39,1,2,24,17,2,3,167,9,15,2,18,160,16,23,3,6,22,5,3,2,2,7,11,3,90,2,36,3,38,4,3,26,4,0,7,1,152,53,2,28,3,33,2,1,55,3,18,1,15,3,2,1,48,2,4,39,2,24,118,2,1,3,0,2,1,6,40,7,38,5,2,11,33,9,1,4,0,12,0,3,3,0,1,40,4,0,4,13,0,24,12,10,28,45,53,441,24,27,47,6,2,2,3,1,3,17,3,10,7,16,2,2,73,2,10,1,20,9,23,156,1,0,9,1,9,3,12,21,3,3,2,86,1,20,4,51,4,4,18,4,0,3,1,3,1,0,5,1,8,2,3,2,0,2,8,6,4,7,2,9,4,5,89,5,4,3,20,2,13,0,0
7,3,3,5,0,73,5,10,37,20,4,4,8,13,3,4,2,0,78,6,2,7,17,64,2,43,14,6,21,0,14,9,39,116,22,1,3,16,18,1,1,93,7,15,3,19,97,14,20,2,4,30,2,2,1,1,6,6,2,70,2,63,4,22,2,2,15,8,0,8,3,115,43,2,14,1,17,3,3,31,2,19,1,16,3,1,2,24,3,11,22,1,9,98,1,1,0,1,1,1,5,88,7,54,1,3,8,25,3,1,4,0,7,1,3,2,1,1,41,3,3,2,17,0,8,11,17,30,23,34,405,30,23,34,12,2,2,4,2,3,8,1,10,6,14,2,1,57,1,14,1,15,6,42,172,1,0,5,3,5,1,17,8,2,1,0,48,1,19,3,46,3,4,11,4,0,1,1,2,2,0,5,3,5,0,3,0,0,1,18,3,3,5,2,9,4,2,48,7,4,1,16,1,10,0,0
2,3,2,3,3,149,6,6,34,26,8,2,2,10,2,3,2,1,74,9,1,5,9,43,2,28,11,2,9,0,9,2,11,104,15,4,1,14,10,1,4,101,7,9,2,14,117,14,15,3,10,23,2,2,1,1,4,8,2,50,2,84,3,22,2,2,27,3,0,9,4,99,44,0,21,2,15,2,4,24,3,19,0,20,3,1,1,10,4,5,18,1,18,112,2,2,2,1,1,1,2,34,6,57,2,5,3,18,6,2,4,1,4,2,2,1,1,3,23,1,1,4,7,0,19,13,7,24,26,19,251,24,28,36,4,1,1,3,3,4,11,2,11,4,18,0,1,80,1,9,1,7,12,20,157,3,0,5,1,8,1,21,8,2,0,2,92,2,14,4,66,4,2,9,1,0,2,1,1,1,1,3,2,3,1,1,0,0,2,7,11,4,2,1,18,3,6,91,3,4,3,12,3,7,0,0
6,2,0,2,1,75,3,13,17,18,3,1,1,4,2,4,2,1,42,6,2,8,9,35,2,38,11,3,8,0,10,4,31,69,20,1,0,14,17,0,1,93,8,4,1,9,49,10,19,1,6,23,1,1,0,1,5,5,1,34,0,14,1,15,1,0,9,5,0,1,2,105,51,0,8,2,16,2,1,55,1,22,0,6,4,0,1,12,3,7,19,1,8,93,0,0,1,0,1,1,7,28,5,31,1,4,4,17,5,1,1,0,3,1,1,2,0,1,28,3,1,1,2,0,23,5,6,43,19,17,211,22,16,48,7,1,2,1,1,4,10,1,3,10,8,1,1,34,1,8,1,10,4,23,102,1,0,5,1,4,2,17,6,1,0,0,99,1,16,2,28,2,1,8,4,0,1,0,2,1,0,1,1,9,1,4,1,0,2,2,1,0,3,0,25,3,4,55,2,4,2,10,1,3,0,0
5,2,1,6,3,129,3,16,35,20,8,4,3,17,2,5,2,2,41,13,1,11,15,74,2,23,9,3,20,0,15,2,18,136,18,9,1,15,14,0,6,89,6,5,3,39,82,11,16,5,9,23,2,3,3,1,4,10,2,36,3,39,3,32,2,2,12,6,1,7,1,106,121,0,17,2,9,3,3,37,2,17,1,35,8,0,1,17,3,7,11,1,10,79,1,5,2,0,2,1,3,73,9,35,0,6,6,41,3,1,3,0,8,1,2,2,1,2,22,0,3,3,11,0,20,29,15,53,24,20,474,9,30,44,11,1,3,2,3,8,14,1,14,10,17,2,1,141,1,9,2,10,13,27,168,1,1,2,2,7,1,20,24,3,1,4,91,3,31,3,63,3,4,7,2,0,3,2,5,3,0,2,1,2,2,4,1,0,4,10,6,5,6,1,17,5,2,74,5,5,4,12,1,8,0,0
4,4,1,5,2,68,4,17,29,19,4,5,3,7,3,2,2,1,57,13,1,5,10,90,3,34,4,4,9,0,6,6,24,47,15,1,2,19,10,1,3,143,14,9,2,15,137,10,21,1,4,38,2,1,2,3,4,5,0,43,1,43,2,46,2,2,12,5,1,6,2,105,33,0,24,1,15,6,1,67,3,30,1,5,3,2,2,37,3,13,27,2,9,69,1,1,2,1,0,1,2,46,10,33,2,4,7,13,5,0,4,0,5,1,2,2,1,1,38,5,3,2,10,0,9,18,16,34,29,30,403,27,35,44,4,1,2,1,1,4,10,2,7,7,11,1,1,54,1,10,1,18,9,26,149,1,0,8,3,6,2,10,14,1,1,2,62,0,17,3,34,2,3,12,3,0,1,2,1,2,1,4,0,4,1,2,1,0,4,5,4,2,2,1,13,6,5,56,5,5,3,11,3,6,0,0
4,2,2,5,3,85,5,9,24,16,6,2,4,8,1,3,3,2,27,13,1,6,7,34,2,11,6,2,9,0,5,3,25,47,20,3,1,15,16,0,2,85,6,9,1,13,43,7,8,3,5,14,1,3,2,1,5,8,1,44,2,147,1,27,0,4,10,6,1,5,2,77,36,1,11,2,7,2,1,36,4,7,2,20,10,2,1,7,2,5,12,1,10,64,1,2,0,0,0,2,4,31,4,25,2,3,5,26,4,0,2,0,4,0,4,2,0,2,27,0,2,6,6,0,14,6,14,37,34,24,320,13,11,27,5,2,2,4,1,6,9,1,4,2,5,2,1,60,3,10,2,16,9,12,130,0,0,7,2,9,2,16,6,2,1,1,67,2,13,1,30,2,3,14,2,0,1,0,0,1,1,6,2,7,0,2,2,0,3,5,4,1,3,1,12,4,6,25,3,2,3,16,3,11,0,0
5,7,2,5,2,87,10,13,38,18,7,3,8,20,1,2,1,3,67,18,0,10,13,44,3,23,14,4,14,0,11,3,25,47,27,1,2,25,11,1,6,140,10,7,7,12,89,7,19,5,3,25,1,3,3,1,6,11,2,70,2,38,3,46,2,2,19,5,1,7,3,137,25,1,17,1,33,2,1,49,4,7,2,10,7,2,1,39,3,11,15,1,9,166,3,1,0,0,1,1,3,43,16,56,3,2,12,26,3,1,3,0,4,0,5,2,2,2,10,2,3,3,13,0,9,19,17,25,27,36,461,19,33,29,23,3,5,1,2,8,13,0,13,5,20,2,3,81,1,5,2,17,3,27,237,1,0,19,2,10,2,9,14,1,0,1,98,2,22,5,59,2,5,4,3,0,5,1,4,4,0,8,1,4,2,2,2,0,3,8,8,4,5,2,30,5,9,71,3,4,4,25,2,6,0,0
6,3,1,7,1,145,10,17,35,26,5,5,3,13,3,4,4,1,102,12,0,8,11,72,2,32,9,2,23,0,6,7,20,114,36,3,1,16,28,1,3,116,11,7,3,28,117,14,17,1,13,53,3,1,1,1,3,14,3,65,2,78,5,39,3,1,10,9,1,8,3,136,48,1,22,2,18,4,3,55,2,11,1,8,7,1,2,21,3,11,41,2,8,112,1,0,1,1,1,1,4,60,22,44,2,2,12,29,3,1,3,0,7,0,2,2,1,1,31,2,2,3,8,0,12,12,15,56,39,22,451,26,24,44,7,1,1,3,1,6,11,1,10,5,21,1,3,75,1,8,1,14,9,25,150,1,0,12,2,9,2,13,9,3,1,1,103,2,19,3,50,4,4,16,2,0,3,3,2,4,0,4,1,8,2,3,1,0,2,12,3,3,7,4,27,1,9,65,5,2,6,12,3,7,0,0
3,4,1,7,1,153,5,17,22,47,8,6,2,16,3,10,3,2,80,15,1,11,7,39,3,41,17,4,26,0,9,4,24,55,33,3,2,24,14,0,2,164,9,9,4,17,123,14,36,0,6,31,3,1,2,1,7,9,2,66,1,59,3,31,4,2,18,6,1,16,4,149,75,1,27,2,23,2,2,62,3,13,1,10,9,1,0,40,4,19,20,2,17,164,2,1,5,2,1,1,3,121,16,43,1,3,7,33,6,1,4,0,5,0,1,1,0,2,44,3,5,7,6,0,9,4,10,73,30,18,550,46,26,47,12,0,3,4,2,9,23,2,8,4,11,1,1,139,2,20,1,13,8,35,162,3,0,9,2,7,2,17,14,3,1,1,85,1,27,4,53,2,6,21,3,0,2,0,3,1,0,9,1,8,1,4,1,0,1,11,5,1,3,1,16,4,7,57,4,4,2,21,3,15,0,0
6,1,1,16,4,188,6,10,11,41,18,6,7,13,3,4,2,1,83,6,2,11,19,75,2,35,8,4,16,0,9,4,26,95,31,3,1,26,36,3,6,132,14,7,3,14,146,15,19,0,10,51,2,3,1,0,9,20,4,56,3,47,4,30,1,6,32,5,0,18,2,101,52,1,42,2,22,4,2,108,8,13,1,7,4,1,1,16,3,6,50,1,20,103,3,5,3,0,0,0,6,96,10,58,0,3,11,33,4,1,3,0,3,0,3,3,1,3,28,6,2,5,12,0,11,14,13,55,38,42,454,45,14,26,3,1,4,4,2,5,16,2,7,10,27,1,1,139,1,18,7,27,14,28,177,2,0,18,1,8,1,15,13,1,2,2,118,2,14,4,56,2,2,7,3,0,6,1,3,2,0,4,1,6,1,3,1,0,3,10,10,4,10,3,18,7,7,52,9,4,2,6,3,18,0,0
3,2,1,5,4,146,6,18,20,30,7,2,3,19,3,3,1,3,47,13,2,6,10,76,3,20,12,2,38,0,12,3,20,100,19,3,0,42,12,1,2,119,13,12,1,15,94,9,14,1,6,51,3,2,1,2,5,9,3,44,2,44,3,43,1,1,9,4,0,8,1,97,49,1,14,2,24,3,6,36,6,30,0,18,9,0,1,11,2,7,14,2,19,126,1,2,1,0,0,0,3,78,5,80,2,4,14,17,5,1,2,0,5,0,4,4,0,4,35,0,1,4,5,0,49,10,17,26,18,17,380,11,19,31,12,1,1,3,1,4,18,5,13,11,15,1,1,177,2,16,2,10,15,30,200,3,0,4,1,7,1,16,11,2,2,2,90,1,34,3,59,2,2,12,2,0,3,1,3,2,0,9,1,3,1,1,2,0,2,5,5,0,5,2,10,8,8,76,8,3,2,7,1,12,0,0
4,1,4,11,2,133,2,9,23,41,8,3,3,19,4,6,5,2,73,9,1,15,13,69,2,54,11,7,38,0,12,7,52,106,29,3,1,14,30,1,1,90,10,9,2,12,82,14,20,2,5,26,2,2,1,1,8,11,4,44,2,19,1,33,4,1,18,11,0,8,3,177,56,1,32,1,33,8,1,66,3,19,0,10,5,2,1,39,3,21,25,2,22,97,2,1,1,1,1,0,5,97,13,86,1,3,10,24,4,1,3,0,12,0,0,5,0,5,32,2,5,4,6,0,18,9,10,61,20,27,358,24,30,67,8,1,6,1,1,10,19,1,7,4,17,1,5,85,2,11,3,19,11,35,155,2,0,7,1,6,2,27,6,1,3,2,82,1,32,5,38,8,7,8,3,0,4,1,4,1,0,5,1,8,0,14,2,0,2,14,8,3,5,2,17,7,7,87,6,2,3,27,1,18,0,0
3,4,3,4,2,84,2,7,16,22,5,2,2,13,3,4,1,2,52,7,0,13,9,41,2,16,8,3,17,0,6,1,37,78,16,2,1,11,25,1,3,67,3,6,1,31,63,12,10,3,3,24,2,2,1,1,2,5,2,35,2,38,1,17,1,2,12,6,1,1,1,67,38,0,17,2,13,3,2,28,3,10,0,7,3,1,1,10,3,7,11,2,11,84,1,1,1,1,1,0,3,37,6,33,3,1,3,27,10,0,2,0,4,0,1,3,0,2,38,1,1,3,7,0,12,7,7,38,20,21,375,10,19,46,6,2,2,2,1,6,13,2,14,5,9,2,1,49,1,6,1,20,8,21,110,1,1,4,1,5,2,17,8,2,2,0,68,3,16,5,12,3,0,7,2,0,2,3,3,2,1,3,0,4,1,2,1,0,1,8,5,2,9,3,7,3,3,60,6,2,2,7,1,7,0,0
3,6,2,10,4,85,4,17,17,29,3,5,5,15,4,5,3,2,56,7,1,10,7,92,2,49,9,3,15,0,9,4,31,90,21,2,0,27,14,1,2,101,9,10,3,17,129,11,16,4,9,43,4,3,2,3,5,7,3,29,1,45,3,16,2,3,17,4,0,8,2,157,133,1,40,2,25,5,1,38,2,18,2,15,5,1,1,45,2,6,15,2,12,82,0,1,2,1,3,1,5,59,12,38,2,3,5,26,4,3,5,0,11,1,4,3,0,3,29,4,4,4,17,0,15,14,15,43,24,39,336,25,21,42,11,3,1,2,2,9,11,2,9,7,12,1,1,108,1,8,1,19,10,27,214,2,0,8,1,3,1,24,10,3,1,1,66,2,11,5,36,4,1,6,6,0,3,1,2,3,2,2,1,9,1,9,0,0,2,16,6,3,6,3,17,3,5,73,5,4,2,19,2,19,0,0
2,3,1,5,1,85,5,13,24,29,4,6,4,8,2,5,2,0,39,7,2,7,8,79,3,23,5,1,9,0,8,6,47,72,20,2,1,27,17,2,1,97,5,8,3,26,104,7,14,3,5,23,3,2,2,1,11,12,2,31,1,24,0,38,1,1,19,5,0,14,1,83,49,2,22,2,12,2,2,58,3,17,2,6,5,1,1,23,2,7,38,2,15,75,3,3,2,3,2,2,2,31,7,44,4,4,6,41,3,2,2,0,7,0,3,4,0,4,55,1,2,1,15,0,13,5,5,53,21,15,168,13,30,42,9,0,4,2,2,5,28,3,11,6,19,1,1,82,1,7,2,18,7,15,151,1,0,6,3,6,2,27,6,2,2,2,70,3,19,2,40,4,1,4,4,0,2,1,1,2,0,4,0,5,2,4,0,0,3,9,9,1,6,2,21,4,4,44,8,4,1,5,2,24,0,0
3,2,1,4,2,155,3,4,29,30,5,1,3,14,1,3,3,2,32,12,0,8,10,39,1,16,15,3,13,0,7,4,15,68,24,1,1,9,10,1,4,73,4,13,3,11,44,9,19,4,4,23,2,2,3,1,1,6,2,27,1,39,2,26,3,2,12,4,1,5,1,86,34,2,7,2,10,1,2,28,3,23,0,8,4,2,0,19,2,5,9,2,22,75,1,3,2,1,2,2,4,47,7,31,1,4,2,12,6,1,5,0,4,0,3,2,1,3,27,0,1,1,13,0,17,7,8,29,10,24,222,22,26,23,15,0,1,1,0,4,22,1,6,6,15,1,2,62,0,12,2,15,6,5,98,0,0,5,1,4,2,14,8,3,2,2,67,1,28,4,46,1,5,9,3,0,2,1,3,1,0,3,2,4,1,3,3,0,0,5,4,2,4,2,13,4,4,42,3,7,2,8,2,8,0,0
4,1,2,5,2,40,9,14,8,34,3,1,3,5,2,3,1,0,33,7,0,6,9,30,3,46,1,1,12,0,7,9,17,59,18,2,0,10,14,1,3,55,5,3,3,13,71,9,14,3,2,26,0,2,4,2,3,5,2,43,1,17,1,18,3,1,16,4,1,5,1,24,50,2,16,2,15,2,2,44,3,10,1,15,7,2,0,10,1,6,12,4,9,62,1,1,0,0,0,3,4,30,19,19,2,2,5,20,2,1,2,0,3,1,3,2,1,2,29,4,3,4,7,0,18,12,8,50,10,12,121,32,9,13,3,2,1,0,2,5,8,2,7,11,15,1,1,23,1,4,1,5,4,17,72,2,0,8,1,6,2,6,3,3,0,1,47,0,17,3,26,5,2,10,1,0,4,0,1,1,0,3,1,6,1,3,1,0,0,14,4,1,3,2,10,3,3,29,3,2,3,9,3,5,0,0
3,3,4,7,3,153,4,27,16,32,6,3,3,15,3,3,2,2,61,6,1,6,10,89,0,52,9,3,26,0,7,3,28,127,31,3,1,18,13,2,4,94,11,10,0,22,107,18,18,5,6,17,3,4,1,1,3,8,1,34,3,29,5,23,2,1,26,6,1,16,2,55,56,1,28,2,24,6,2,48,2,23,0,25,7,2,1,12,1,9,23,3,10,85,0,4,1,1,0,2,2,39,11,18,0,4,5,20,6,1,3,0,5,0,3,3,0,2,40,2,4,3,6,0,8,14,12,56,16,25,329,43,37,48,7,1,5,4,2,7,21,1,5,11,22,1,2,83,2,5,3,17,4,22,140,2,0,5,3,6,1,33,6,1,2,2,101,2,16,5,51,3,6,16,5,0,2,2,1,1,0,7,1,4,1,3,1,0,2,12,7,4,8,1,14,2,5,77,9,6,2,11,4,16,0,0
5,4,2,4,6,246,11,22,21,32,17,5,6,17,3,8,2,2,36,11,1,9,12,86,2,23,8,3,21,0,11,1,25,206,26,8,0,25,13,2,25,111,8,11,5,23,206,15,31,2,14,29,2,1,2,1,3,11,4,82,3,143,5,33,3,6,24,11,1,11,1,80,66,0,24,1,27,4,2,38,5,33,0,33,13,0,0,13,2,11,28,5,13,182,1,4,1,1,2,1,6,80,12,61,2,7,14,30,4,1,9,1,5,1,1,5,0,4,30,1,1,4,18,0,44,13,24,93,22,52,524,32,33,32,10,2,6,5,2,8,22,3,15,15,45,1,0,189,1,12,3,23,20,35,296,2,0,5,3,14,3,35,11,2,1,1,150,3,22,4,63,3,2,9,2,0,2,1,4,2,0,8,2,4,4,3,1,0,2,11,5,2,7,2,43,4,4,89,4,5,2,7,4,13,0,0
5,2,0,11,3,108,4,13,35,33,3,4,2,15,2,6,4,2,55,10,1,14,11,78,3,32,11,2,15,0,13,0,26,77,20,3,1,18,10,1,3,117,5,8,2,12,94,7,20,3,11,27,1,1,2,1,4,7,3,69,1,49,1,44,2,1,26,5,0,7,1,133,42,0,14,2,20,2,0,32,2,16,1,13,2,2,1,10,2,3,11,2,8,100,1,1,2,2,1,1,2,54,6,46,2,6,3,24,6,1,2,1,3,0,2,1,1,2,42,2,2,5,10,0,15,11,11,14,12,30,387,11,30,36,8,3,2,3,3,3,17,2,15,7,14,1,2,104,2,13,1,18,6,23,214,0,0,5,2,9,3,21,15,1,1,1,123,1,27,2,79,1,3,7,2,0,4,1,1,1,0,5,1,4,1,4,0,0,2,7,3,1,9,1,21,6,8,53,5,4,5,24,2,5,0,0
3,6,2,5,6,105,7,10,22,49,8,6,7,18,3,3,3,1,54,11,1,11,19,69,2,29,13,7,8,0,10,3,22,94,31,6,3,19,12,3,2,157,12,11,3,10,130,12,14,2,7,32,4,2,1,2,2,9,3,62,1,62,6,24,1,2,15,13,1,12,2,100,54,1,32,3,19,2,1,46,5,29,1,24,6,0,1,11,3,17,16,4,13,111,1,4,2,0,1,0,5,75,12,69,2,2,12,23,5,1,2,0,3,0,2,3,0,3,33,2,4,4,19,0,8,16,25,73,24,21,382,19,8,49,8,2,2,6,1,4,16,1,8,8,22,1,2,95,1,20,2,19,8,15,147,2,0,8,4,5,3,17,15,2,1,1,96,2,21,4,59,4,7,11,2,0,3,3,2,3,0,8,2,7,1,4,1,0,2,8,3,2,3,1,25,3,5,83,4,8,2,28,3,15,0,0
4,1,0,3,1,61,3,15,13,31,3,4,1,7,1,4,2,1,40,7,1,8,11,66,4,12,7,3,10,0,8,2,17,100,21,5,2,14,10,1,5,95,9,8,2,16,91,13,20,1,5,18,2,5,2,3,5,11,3,48,2,42,3,46,1,1,26,5,1,4,1,92,41,0,20,3,23,2,2,36,2,14,1,9,4,0,0,14,1,9,18,2,10,154,0,1,1,1,0,2,3,60,4,48,1,3,4,12,11,0,1,0,8,0,2,2,0,3,16,0,2,3,11,0,11,6,13,39,26,14,404,23,22,18,4,1,1,2,2,5,10,0,11,4,35,2,2,103,2,10,1,20,3,29,171,0,0,5,3,6,1,20,9,2,1,2,54,2,28,3,61,1,4,6,1,0,2,3,1,1,1,9,1,5,2,5,0,0,1,5,3,2,5,2,21,2,4,54,6,2,2,8,1,8,0,0
1,2,2,8,2,96,3,21,17,56,3,1,3,10,4,3,1,2,46,6,2,6,16,100,1,53,11,3,16,0,6,1,13,60,35,3,2,19,8,1,4,102,6,12,6,20,79,8,11,1,4,25,2,1,2,1,7,10,2,53,1,28,2,16,3,2,23,5,0,13,3,68,56,1,16,1,24,4,1,51,3,13,0,13,3,2,1,14,1,4,9,1,8,87,1,4,1,1,2,1,3,48,8,31,0,2,7,19,1,0,1,1,6,1,3,4,1,1,20,2,4,3,10,0,11,7,14,28,26,29,388,20,26,54,4,1,1,2,3,9,17,1,11,12,25,1,2,110,1,9,1,16,8,16,132,0,0,11,3,6,2,14,3,3,1,2,88,0,20,4,43,2,4,18,6,0,2,3,3,2,1,3,2,4,1,3,0,0,1,14,5,0,2,2,8,5,5,43,6,2,1,12,2,18,0,0
4,7,1,7,1,115,2,23,32,54,6,5,5,14,1,4,3,0,36,12,1,6,12,63,3,31,5,3,21,0,9,5,23,91,34,2,1,27,10,1,6,91,8,8,1,16,126,12,25,4,8,31,1,4,0,2,5,7,1,35,1,35,4,36,1,1,20,15,1,13,6,124,44,2,32,1,25,4,1,49,6,10,0,11,8,1,0,17,2,7,12,2,23,56,1,3,1,1,1,1,5,51,12,40,2,2,9,22,6,1,6,0,6,0,4,4,0,3,30,1,1,6,8,0,7,6,12,91,63,14,397,34,33,17,3,2,2,4,1,7,19,3,10,8,15,2,3,108,1,5,3,26,6,15,119,2,0,5,3,7,1,16,11,1,1,0,67,1,28,3,61,3,1,8,2,0,3,1,1,1,0,6,1,3,2,6,0,0,2,11,6,2,7,1,21,3,5,57,5,2,3,8,3,11,0,0
