"TF1_effect_mean","TF2_effect_mean","Interaction_score_mean","num_TG","TF1_effect_sigma","TF2_effect_sigma","Interaction_score_sigma","TF_id","TF1_CoV","TF2_CoV","Interaction_CoV","TF1","TF2","rank","percentile"
0.0924275511247269,0.266051508253244,0.0537976603537638,49,0.0785831292881964,0.181104471546452,0.0185779736437584,"RORA_TCF4",0.850213257107201,0.680712064876046,0.34533051291809,"RORA","TCF4",35,99.5398369708125
0.15031543304466,0.134577995209644,0.053724159407661,104,0.117094820671328,0.103205941710224,0.0181587052744074,"FOXP1_NFIX",0.778994001477799,0.766885712255197,0.337998871915676,"FOXP1","NFIX",36,99.5266894556929
0.117661792883905,0.13456960966644,0.052499674546355,28,0.103074085129362,0.11069646265016,0.01585945122575,"NFIX_ZNF652",0.876020011279815,0.822596297370149,0.302086657922932,"NFIX","ZNF652",37,99.5135419405732
0.120371300782321,0.14410172866724,0.0522214318356181,50,0.106439144404215,0.0930008093828065,0.0167826677689695,"NFIX_ZNF708",0.884256826273725,0.64538302380511,0.321375097906118,"NFIX","ZNF708",38,99.5003944254536
0.093030508361376,0.165047947684586,0.051615029779376,68,0.0790933494267773,0.117927656954404,0.0166993756749824,"BACH2_RBPJ",0.850187221589073,0.714505442865417,0.323537073336244,"BACH2","RBPJ",39,99.487246910334
0.0962879938110659,0.169613653172115,0.0511017493700156,21,0.0901675365599428,0.101716935509722,0.0139196467075554,"MXI1_ELF2",0.936435925094332,0.599697805025783,0.272390806169208,"MXI1","ELF2",40,99.4740993952143
0.138354832103124,0.149511048190599,0.0509736561586774,33,0.101689515879251,0.133138101138912,0.0180996362592664,"PBX1_FOXP1",0.734990707107764,0.890490052408602,0.355078242826521,"PBX1","FOXP1",41,99.4609518800947
0.233624788879702,0.0915143671100982,0.0496125833078826,28,0.184832305643127,0.0757309205292773,0.0192372547337224,"NFIA_SREBF2",0.791150230801496,0.827530396819197,0.387749507304247,"NFIA","SREBF2",42,99.447804364975
0.0930902428612067,0.202993130963802,0.0485579483005925,23,0.0719523816681482,0.151391755598947,0.0159600478475317,"RORA_NFIA",0.772931506639487,0.745797431076341,0.328680440712461,"RORA","NFIA",43,99.4346568498554
0.0929746269647471,0.21993087991153,0.0485401830909198,27,0.0945483890160367,0.142427054446439,0.0144679401817835,"NR3C1_NFIA",1.01692679070265,0.647599166173171,0.298061096199079,"NR3C1","NFIA",44,99.4215093347357
0.180635013016225,0.0833146101988448,0.0482439521569335,67,0.115599048120126,0.08076644370076,0.0178258146092266,"RBPJ_NFIB",0.639959253689886,0.969415130287436,0.369493248630226,"RBPJ","NFIB",45,99.4083618196161
0.0985015705138112,0.17103699396281,0.0477708117679886,95,0.0938417669703616,0.128231452128578,0.0152906094017456,"MEF2A_RBPJ",0.95269310408816,0.749729337247708,0.32008267885437,"MEF2A","RBPJ",46,99.3952143044964
0.127107331305751,0.110839802751273,0.0476154650542854,48,0.0974100711741252,0.0805400018192957,0.0179805938753528,"NFIX_MXI1",0.766360761204322,0.726634294000226,0.377620881258924,"NFIX","MXI1",47,99.3820667893768
0.0961855373479429,0.158161306595521,0.0474530096825357,59,0.0748452411744191,0.109238919770292,0.0136651016555246,"BACH2_ZNF708",0.778134044244852,0.690680433297491,0.287971231897517,"BACH2","ZNF708",48,99.3689192742572
0.139175897594485,0.0948498074675066,0.0464577389543743,106,0.115049131172983,0.0851509421002052,0.0168349983193137,"FOXP1_BACH2",0.826645512344386,0.897745017873399,0.362372312949779,"FOXP1","BACH2",49,99.3557717591375
0.147474938322057,0.104881640278908,0.0463839931704801,23,0.115521237863964,0.0681023184135558,0.0159186182973128,"ELF2_NFIB",0.78332792797436,0.649325451360733,0.343192062805058,"ELF2","NFIB",50,99.3426242440179
0.135809085863752,0.178955642086295,0.0463254905656307,12,0.13200490906087,0.142303181025221,0.0123400410876649,"PBX1_ZKSCAN1",0.971988790155773,0.79518689305476,0.266376911220883,"PBX1","ZKSCAN1",51,99.3294767288982
0.099019528834032,0.199305034806529,0.0460815931613106,81,0.0917618163556006,0.134546753326612,0.016039797911056,"SREBF2_RBPJ",0.92670423133808,0.675079550585466,0.348073857926483,"SREBF2","RBPJ",52,99.3163292137786
0.0908017372379394,0.193370669734198,0.045741089370269,63,0.0841872453618845,0.136021223546135,0.0145739254652751,"RORA_RBPJ",0.927154566892018,0.703422208409919,0.318617804383731,"RORA","RBPJ",53,99.303181698659
0.157310922268909,0.231391776384868,0.0457206949392132,8,0.140241828601331,0.136986707501162,0.0177653733706301,"TFEB_ELF2",0.89149454201025,0.59201199645624,0.388563065243204,"TFEB","ELF2",54,99.2900341835393
0.0646147304275238,0.231522026481319,0.0452592638251333,29,0.0612369579340181,0.161640010113615,0.0158426400661886,"FOXO3_NFIA",0.947724420249737,0.698162557447458,0.350041930142728,"FOXO3","NFIA",55,99.2768866684197
0.357376680198035,0.0667165832618922,0.0452478040314169,79,0.1754424222001,0.0767341175373342,0.0162608633778329,"TCF12_ZNF148",0.490917376318122,1.15015058903899,0.359373537034914,"TCF12","ZNF148",56,99.2637391533
0.0861272859679251,0.179292220735307,0.0450024673067135,55,0.0937477167946911,0.136008282504691,0.0166322324501979,"NR3C1_RBPJ",1.08847870615131,0.758584404537457,0.369584901575312,"NR3C1","RBPJ",57,99.2505916381804
0.101943719252429,0.20452047402792,0.0442620281297483,25,0.130311443385198,0.152030384025528,0.0199564276995738,"TFEB_RBPJ",1.27826848324541,0.743350438376033,0.450870159882284,"TFEB","RBPJ",58,99.2374441230607
0.0855910028311613,0.170820661502088,0.0427382429318082,57,0.0835286574283721,0.124548948365495,0.0141261860461656,"POU2F1_RBPJ",0.975904647281007,0.729121098526907,0.33052800202163,"POU2F1","RBPJ",59,99.2242966079411
0.0951790376961799,0.140354822214293,0.0425743551844062,128,0.0877744604659817,0.114342691854019,0.0149367597796842,"MEF2A_FOXP1",0.922203697269621,0.814668780524273,0.350839365974829,"MEF2A","FOXP1",60,99.2111490928215
0.146100577954488,0.0822974980682998,0.0425609050408277,63,0.110681930800811,0.084204452408179,0.015858053446593,"ZNF708_MEF2A",0.757573531538595,1.02317147403797,0.372596715962237,"ZNF708","MEF2A",61,99.1980015777018
0.0746991335443817,0.177263012705611,0.0425516631108128,47,0.0758549157419245,0.119983500130403,0.0143644614085664,"MEIS2_RBPJ",1.01547249804251,0.676867093135023,0.33757696781812,"MEIS2","RBPJ",62,99.1848540625822
0.116305651412233,0.132150064790237,0.0424259450872995,36,0.105155882535083,0.102802717736864,0.01672065709624,"MEF2A_ZNF652",0.90413390285197,0.777924081233288,0.394113956962751,"MEF2A","ZNF652",63,99.1717065474625
0.0955654767049537,0.164755550745981,0.0422760611822778,54,0.092316047624764,0.110075919314188,0.0137204471218872,"SREBF2_ZNF708",0.965997877139022,0.668116605575869,0.324544121145299,"SREBF2","ZNF708",64,99.1585590323429
0.1606953257562,0.080577452477996,0.041562033893787,6,0.0994870213400991,0.0963158392922294,0.0176293089124266,"PBX1_ZNF652",0.619103392534492,1.19531998506072,0.424168580331724,"PBX1","ZNF652",65,99.1454115172233
0.0911819036278247,0.129502079246268,0.0414251003348671,52,0.0840247866503688,0.108744827829921,0.0141890372849384,"BACH2_NFIX",0.921507265228099,0.839714917805495,0.342522701701113,"BACH2","NFIX",66,99.1322640021036
0.129774028901192,0.109260074420341,0.0408785794335297,62,0.0973220575670826,0.0877874829001831,0.0117025593320228,"NFIX_MEF2A",0.749934778099413,0.803472662506624,0.286276076473052,"NFIX","MEF2A",67,99.119116486984
0.1098578392065,0.0974674198575517,0.0407815627273263,18,0.0944528042513814,0.0985939153452178,0.0151986546429518,"PBX1_BACH2",0.859773002396655,1.01155766192757,0.372684459018234,"PBX1","BACH2",68,99.1059689718643
0.0970975218485326,0.166824252553749,0.0406737091363681,47,0.0826475343097088,0.122887897793622,0.0112735826735887,"RORA_NFIX",0.851180676254899,0.736630890967297,0.277171246806908,"RORA","NFIX",69,99.0928214567447
0.0846674335584972,0.155442863310206,0.0406290917795245,47,0.0930853385027493,0.100638942121949,0.013921950158205,"NFIB_ZNF708",1.09942317359172,0.647433661339027,0.342659644811975,"NFIB","ZNF708",70,99.079673941625
0.15007933455372,0.0988230083309248,0.0404129929358701,103,0.130770408552337,0.0858100885846144,0.0141637446976244,"FOXP1_SREBF2",0.87134187355774,0.868320951101442,0.350475024705554,"FOXP1","SREBF2",71,99.0665264265054
0.285337775506982,0.058551410094683,0.0401521546348864,110,0.170172506389546,0.0641166792943126,0.0130621082341537,"TCF4_ZNF148",0.59638968617873,1.09504927704781,0.325315250275625,"TCF4","ZNF148",72,99.0533789113857
0.124255537799019,0.0932673935750645,0.0400745474529864,36,0.117379916157918,0.0980352323757634,0.0146063730150512,"FOXP1_NKX6.2",0.944665471150088,1.05112010337098,0.364480048893547,"FOXP1","NKX6.2",73,99.0402313962661
0.078273266803911,0.154207981985083,0.0399940416035647,42,0.0770247998448582,0.101327998384547,0.0128222906251489,"NR3C1_ZNF708",0.984049893277351,0.657086598762109,0.320605022924366,"NR3C1","ZNF708",74,99.0270838811465
0.111082064927684,0.162698680478642,0.0395057540326568,32,0.0947529835950708,0.135553758986839,0.0121497304332061,"MEF2A_ZKSCAN1",0.852999839863943,0.833158318113302,0.307543311872057,"MEF2A","ZKSCAN1",75,99.0139363660268
0.240645319699311,0.0602196063571458,0.0391866035403804,12,0.167842176350829,0.0483609228127581,0.0155901325312934,"NFIA_TFEB",0.697467029737168,0.803076036829981,0.397843424098451,"NFIA","TFEB",76,99.0007888509072
0.143914549435751,0.0751291336133809,0.0390724762017116,109,0.115947534940449,0.0708203686060526,0.0131166064182273,"FOXP1_NFIB",0.805669304424372,0.942648546574469,0.33569938978305,"FOXP1","NFIB",77,98.9876413357875
0.157174448952608,0.0814179298044294,0.0390684542782399,84,0.129389621015727,0.0784617570043903,0.0140419076841349,"FOXP1_MEIS2",0.823222997618028,0.963691378457546,0.359418050791834,"FOXP1","MEIS2",78,98.9744938206679
0.144061430818267,0.0814508922731686,0.0389121483529224,90,0.112258394004706,0.0761506492604261,0.0135634616703364,"FOXP1_POU2F1",0.779239754645502,0.934927133824801,0.34856625101548,"FOXP1","POU2F1",79,98.9613463055482
0.0903607723208491,0.163237340576688,0.03872124451421,23,0.0926080904235911,0.142179902938848,0.0117606409542555,"RORA_ZKSCAN1",1.02487050569646,0.871001098379526,0.303725799668952,"RORA","ZKSCAN1",80,98.9481987904286
0.0707426244995104,0.174506787919372,0.0385724338273976,20,0.0749245112508991,0.112535528091759,0.0131951289645829,"RFX3_ELF2",1.05911410243788,0.644877654522841,0.342087020581275,"RFX3","ELF2",81,98.935051275309
0.0808633956241891,0.128126450471814,0.0384610746130749,74,0.0716165075531993,0.107747338648748,0.0139070778477128,"RORA_FOXP1",0.885648036424731,0.840945318097688,0.36158838481817,"RORA","FOXP1",82,98.9219037601893
0.0667335678958356,0.267673497056303,0.0380865254435808,83,0.0771363054600811,0.157303694002146,0.0149976110756488,"JUND_TCF4",1.15588463036298,0.587670037310638,0.393777350414005,"JUND","TCF4",83,98.9087562450697
0.0758455879059761,0.184205500783225,0.0379015776584029,57,0.0785151406177702,0.131588574353278,0.0137960250939493,"RFX3_RBPJ",1.03519720507808,0.714357463777007,0.363996064182058,"RFX3","RBPJ",84,98.89560872995
0.202952268357786,0.0564961461962852,0.0378699532010664,45,0.161542556757416,0.0633130060729101,0.0127660139317035,"NFIA_ZNF148",0.79596329750122,1.12066061732673,0.337101391805891,"NFIA","ZNF148",85,98.8824612148304
0.10191403180488,0.149184674409125,0.0377702038806475,63,0.0824059384446462,0.0988494427146976,0.0121598944360229,"SREBF2_NFIX",0.808582851499947,0.662597837922763,0.321944103729166,"SREBF2","NFIX",86,98.8693136997108
0.158439431594843,0.101312564450915,0.0376874518376058,49,0.122444341870379,0.0856648588072146,0.0132014460321701,"NFIX_POU2F1",0.772814826699775,0.845550196774642,0.350287572878495,"NFIX","POU2F1",87,98.8561661845911
0.0984796327245505,0.130711383114375,0.0374603229957988,12,0.107249804812297,0.103982938634312,0.0113068489692749,"ATF7_ZNF652",1.08905569451377,0.795515556157225,0.301835330425286,"ATF7","ZNF652",88,98.8430186694715
0.072408073020916,0.43003364017988,0.0373115868572406,13,0.0777888987420479,0.161925584616611,0.01671024568794,"RFX7_TCF12",1.07431251097619,0.376541669039842,0.447856740906672,"RFX7","TCF12",89,98.8298711543518
0.176099166589153,0.0995706523686735,0.0368664277656123,39,0.121559998746303,0.0956231378300379,0.00964475732721961,"FOXP1_TRPS1",0.690292867937916,0.96035463819179,0.2616135576937,"FOXP1","TRPS1",90,98.8167236392322
0.327257182818711,0.0570290668598778,0.0367612973075238,42,0.187560375316687,0.0480018890995652,0.0135806515446933,"TCF12_KLF7",0.573128368646346,0.841709179943401,0.369427972878254,"TCF12","KLF7",91,98.8035761241126
0.0916555846406782,0.285046508919147,0.0365397068278653,8,0.0982675054241407,0.127636178340299,0.0116952611716245,"HMBOX1_ZNF708",1.07213876611429,0.447773168049928,0.32006992356889,"HMBOX1","ZNF708",92,98.7904286089929
0.0739675279989374,0.150921271468456,0.0364507480648361,70,0.0706240216632016,0.120267693139883,0.0115601120950681,"NR3C1_FOXP1",0.954797646667551,0.796890272455865,0.317143342970789,"NR3C1","FOXP1",93,98.7772810938733
0.0671404297463462,0.123589432368968,0.0361121213144673,17,0.0643180993169517,0.089701337754924,0.00960927030010259,"NR3C1_ELF2",0.957963771753366,0.725801033595873,0.266095425866132,"NR3C1","ELF2",94,98.7641335787536
0.157825506346906,0.0654677279074019,0.0359628811239807,36,0.109457315116186,0.058346101551985,0.0120304816984972,"ELF2_ZNF148",0.693533749073457,0.891219283408006,0.334524969148678,"ELF2","ZNF148",95,98.750986063634
0.35394668310118,0.0620132786332381,0.0359437457561763,41,0.163917028191042,0.0571761259085133,0.0102399779671802,"TCF12_SMAD2",0.46311220310033,0.921998113447075,0.284889005075957,"TCF12","SMAD2",96,98.7378385485143
0.0796150763496796,0.115140502092877,0.0359337223962264,25,0.078379818391324,0.0876188436242347,0.0126036365207121,"NR3C1_ZNF652",0.98448462257412,0.760973263374841,0.350746754865442,"NR3C1","ZNF652",97,98.7246910333947
0.261233371188993,0.0639796248540413,0.0357538301191646,17,0.140671891983975,0.0794823124895275,0.00931433343080186,"RBPJ_ARNT2",0.538491278291561,1.2423066354461,0.260512884906539,"RBPJ","ARNT2",98,98.711543518275
0.0743679709192853,0.278293140611036,0.035680364250954,8,0.0690202808805106,0.138004129997053,0.0107525789277858,"NRF1_TCF12",0.928091489216792,0.495894831234586,0.301358440518116,"NRF1","TCF12",99,98.6983960031554
0.173439558904388,0.074278830046382,0.0356128736956401,117,0.1229455072532,0.0838850238919955,0.0119332042358564,"RBPJ_ZNF148",0.708866581706284,1.12932613289163,0.335081193891896,"RBPJ","ZNF148",100,98.6852484880358
0.0597997819493877,0.269141627241674,0.0355311288913645,14,0.0579195603377181,0.160374217310449,0.0127097734817532,"NRF1_TCF4",0.968558052381177,0.595872957126925,0.357708124631023,"NRF1","TCF4",101,98.6721009729161
0.062794094965112,0.12707844343512,0.0352906603350557,11,0.0460704601012632,0.0974199320880023,0.00663903688766316,"ATF7_NFIB",0.733675039458085,0.766612569800165,0.188124473292111,"ATF7","NFIB",102,98.6589534577965
0.0966598161753566,0.0993811603336384,0.0348225482664716,79,0.082786445489486,0.0847341713745033,0.0125198653161222,"MEF2A_BACH2",0.856472200808845,0.852618052456191,0.359533289187133,"MEF2A","BACH2",103,98.6458059426768
0.0738688672966391,0.161253714307322,0.034777430955895,53,0.0781845861583393,0.113328803560979,0.013064841921568,"MEIS1_RBPJ",1.05842405629924,0.702798097072008,0.37567012750703,"MEIS1","RBPJ",104,98.6326584275572
0.117018061056275,0.131259434101046,0.0346625269577132,22,0.0831325072217466,0.106682067220508,0.0129636611300102,"BACH2_TRPS1",0.710424582934832,0.812757330176982,0.373996424029482,"BACH2","TRPS1",105,98.6195109124375
0.0852323200321462,0.181787432647538,0.0346093430844793,81,0.0903429014879907,0.124827979203359,0.0129121032719382,"JUND_RBPJ",1.059960604779,0.686670015552638,0.373081431809339,"JUND","RBPJ",106,98.6063633973179
0.339591334726415,0.0762906514423382,0.0344125410981432,19,0.196650721241206,0.0690233674614783,0.0134909128313094,"TCF4_RFX7",0.579080503922851,0.904742142799073,0.392034775718361,"TCF4","RFX7",107,98.5932158821983
0.0567648831064942,0.147060038644082,0.0342130803905389,28,0.0710971549859167,0.109967304276736,0.00950292132032711,"POU2F1_ZNF652",1.25248483032255,0.747771490410674,0.277756963472807,"POU2F1","ZNF652",108,98.5800683670786
0.079103013697014,0.0972444328959342,0.0340823920300888,26,0.0830364506578469,0.092434644358339,0.0145107787006582,"MEF2A_PBX1",1.04972550067307,0.950539188780684,0.425755876754417,"MEF2A","PBX1",109,98.566920851959
0.0878236890906896,0.124640499242671,0.0340330415238556,51,0.0852590067663142,0.0950584823486873,0.00887649989340266,"NR3C1_NFIX",0.970797374251416,0.762661277243535,0.260820058858996,"NR3C1","NFIX",110,98.5537733368393
0.0894836209085972,0.0915061758095892,0.0336905747531847,17,0.0829276516299989,0.0723042091379201,0.0120291728800574,"PBX1_RORA",0.926735538727306,0.79015660416598,0.357048609831756,"PBX1","RORA",111,98.5406258217197
0.0620958962377045,0.0754248288059564,0.0335805144969016,9,0.0645748343386889,0.0646165755957125,0.0103188700103336,"NKX6.2_ZNF652",1.03992112605147,0.856701654066064,0.307287430372328,"NKX6.2","ZNF652",112,98.5274783066001
0.0982348021757177,0.100604101514586,0.0335144871938813,60,0.0812763564482945,0.0930686070185609,0.0114737681173559,"SREBF2_BACH2",0.827368250845676,0.925097541923454,0.342352489267704,"SREBF2","BACH2",113,98.5143307914804
0.0754541160136452,0.134499472796766,0.0334037994128214,64,0.0683317824672998,0.0934336414401252,0.0103989305507704,"FOXO3_NFIX",0.905607090472607,0.6946766369955,0.311309813062134,"FOXO3","NFIX",114,98.5011832763608
0.075906337014668,0.16977972324382,0.0333265765442785,59,0.092378129982789,0.11532332968825,0.0147401512246512,"JUND_ZNF708",1.21700155238604,0.679252666248226,0.44229419139608,"JUND","ZNF708",115,98.4880357612411
0.301854338955866,0.0559352687732695,0.0332731720607286,53,0.166062848699303,0.0464510307386971,0.0103257812658019,"TCF4_KLF7",0.550142327831779,0.830442612638258,0.310333539794636,"TCF4","KLF7",116,98.4748882461215
0.0536356053214472,0.265017234733491,0.033249353825992,69,0.0519961737067177,0.161426558483854,0.0116760997499838,"MGA_TCF4",0.969433893681182,0.609117209475789,0.351167719261244,"MGA","TCF4",117,98.4617407310018
0.0476055085099607,0.341756039849923,0.0331906730094511,80,0.0504520605771131,0.16757437606083,0.00979910377452787,"ELF1_TCF12",1.05979459428643,0.490333327055222,0.29523667000478,"ELF1","TCF12",118,98.4485932158822
0.165800996486284,0.092193495871591,0.0329676970549381,20,0.138982957270792,0.110906690986526,0.0161348929398729,"ZKSCAN1_MEIS1",0.838251640316826,1.20297738943536,0.48941522706258,"ZKSCAN1","MEIS1",119,98.4354457007626
0.044154843894681,0.182858620138957,0.032700380153759,20,0.0332968221611601,0.105563543370511,0.00907161824676355,"RFX3_ZNF652",0.754092172550317,0.577295963899821,0.277416293147306,"RFX3","ZNF652",120,98.4222981856429
0.123354579892049,0.105120535076407,0.0326742700550649,21,0.118873027785036,0.121238948909678,0.0115342173652039,"PBX1_SREBF2",0.96366934968337,1.15333268444224,0.353006122118891,"PBX1","SREBF2",121,98.4091506705233
0.115214686488971,0.0756031965028463,0.032545981778167,16,0.115285374590206,0.094822776101308,0.0146515682122555,"MEF2A_ATF7",1.00061353377238,1.25421649463906,0.450180557222715,"MEF2A","ATF7",122,98.3960031554036
0.0539945896889421,0.124306431035434,0.0325212608867879,32,0.0497561772075257,0.0979288858269595,0.012276796620702,"FOXO3_ZNF652",0.921503015286653,0.787802248131832,0.377500634536884,"FOXO3","ZNF652",123,98.382855640284
